LEA Name,unit_code,School Name,SBE District,SPG Grade,SPG Score,Reading SPG Grade,Reading  SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,The ACT Score,ACT WorkKeys Score,Math Course Rigor Score,Cohort Graduation Rate Standard Score,State Gap Compared
Davidson County Schools,290350,North Davidson Middle,Piedmont-Triad,C,64.0,C,63.0,C,55.0,Met,71.1,62,61,52,84,100,,,,,,,
Davidson County Schools,290351,Oak Grove Middle,Piedmont-Triad,C,69.0,C,66.0,C,62.0,Met,83.9,66,64,57,85,100,,,,,,,
Davidson County Schools,290352,Pilot Elementary,Piedmont-Triad,C,65.0,C,64.0,C,63.0,Exceeded,86.1,60,58,59,66,,,,,,,,
Davidson County Schools,290356,Reeds Elementary,Piedmont-Triad,C,64.0,C,64.0,C,63.0,Met,74.7,62,59,63,64,,,,,,,,
Davidson County Schools,290364,Silver Valley Elementary,Piedmont-Triad,D,51.0,D,47.0,D,54.0,Met,83.2,43,39,46,45,,,,,,,,
Davidson County Schools,290365,South Davidson High,Piedmont-Triad,C,61.0,,,,,NotMet,56.8,62,,,,48,56,36,48,79,100,77,
Davidson County Schools,290366,Southwood Elementary,Piedmont-Triad,C,56.0,D,54.0,D,54.0,Met,80.1,49,48,48,60,,,,,,,,
Davidson County Schools,290367,South Davidson Middle,Piedmont-Triad,C,61.0,C,56.0,D,53.0,Exceeded,86.5,54,53,43,78,100,,,,,,,
Davidson County Schools,290375,Tyro Elementary,Piedmont-Triad,C,67.0,C,60.0,B,73.0,Met,84.4,63,54,69,68,,,,,,,,
Davidson County Schools,290376,Tyro Middle,Piedmont-Triad,C,57.0,C,59.0,D,47.0,Met,70.8,54,54,43,74,86,,,,,,,
Davidson County Schools,290380,Wallburg Elementary,Piedmont-Triad,B,78.0,B,71.0,B,80.0,Exceeded,93.5,74,68,77,81,,,,,,,,
Davidson County Schools,290384,Welcome Elementary,Piedmont-Triad,C,59.0,C,55.0,C,59.0,NotMet,68.7,56,53,54,73,,,,,,,,
Davidson County Schools,290388,West Davidson High,Piedmont-Triad,C,66.0,,,,,NotMet,58.9,68,,,,47,62,65,57,72,100,80,
Davidson County Schools,290389,Yadkin Valley Regional Career Academy,Piedmont-Triad,C,61.0,,,,,NotMet,59.1,62,,,,68,64,40,85,,,,
Lexington City Schools,291308,Charles England Elementary School,Piedmont-Triad,C,58.0,D,51.0,C,61.0,Met,83.7,52,44,56,65,,,,,,,,
Lexington City Schools,291332,Lexington Middle School,Piedmont-Triad,D,47.0,D,46.0,D,45.0,Met,72.8,40,38,36,49,82,,,,,,,
Lexington City Schools,291336,Lexington Senior High,Piedmont-Triad,C,61.0,,,,,Met,82.8,56,,,,34,44,34,48,55,100,81,
Lexington City Schools,291340,Pickett Elementary School,Piedmont-Triad,C,61.0,C,55.0,C,65.0,Met,73.0,58,51,62,78,,,,,,,,
Lexington City Schools,291348,South Lexington School,Piedmont-Triad,I,,,,,,,,,,,,,,,,,,,
Lexington City Schools,291350,South Lexington Development Center,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Lexington City Schools,291352,Southwest Elementary School,Piedmont-Triad,C,66.0,C,58.0,B,71.0,Met,84.7,62,52,68,77,,,,,,,,
Thomasville City Schools,292316,Liberty Drive Elementary,Piedmont-Triad,D,52.0,D,45.0,C,61.0,Met,72.6,47,37,57,50,,,,,,,,
Thomasville City Schools,292318,Thomasville Primary,Piedmont-Triad,C,55.0,D,47.0,C,59.0,Met,81.9,49,38,59,,,,,,,,,
Thomasville City Schools,292320,Thomasville Middle,Piedmont-Triad,D,45.0,D,45.0,D,40.0,NotMet,58.2,42,39,36,59,100,,,,,,,
Thomasville City Schools,292324,Thomasville High,Piedmont-Triad,C,60.0,,,,,Met,83.1,54,,,,39,38,41,34,54,93,85,
Deaf and Blind Schools,298202,Eastern NC School for the Deaf,Southwest,,,,,,,,,,,,,,,,,,,,
Deaf and Blind Schools,298203,Gov. Morehead School for the Blind,Southwest,,,,,,,,,,,,,,,,,,,,
Deaf and Blind Schools,298204,NC School for the Deaf,Southwest,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300306,Central Davie Academy,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300308,Cooleemee Elementary,Piedmont-Triad,C,63.0,C,58.0,C,65.0,Exceeded,87.3,56,51,60,64,,,,,,,,
Davie County Schools,300310,Cornatzer Elementary,Piedmont-Triad,C,69.0,C,64.0,C,65.0,Met,81.1,66,62,62,89,,,,,,,,
Davie County Schools,300312,Davie County High,Piedmont-Triad,C,69.0,,,,,NotMet,57.5,72,,,,51,68,61,74,87,100,85,
Davie County Schools,300314,Davie County Early College High,Piedmont-Triad,A,92.0,,,,,Met,77.7,95,,,,95,92,92,100,,100,100,Insufficient Data
Davie County Schools,300320,Mocksville Elementary,Piedmont-Triad,C,65.0,C,65.0,C,63.0,Met,73.8,63,61,62,71,,,,,,,,
Davie County Schools,300325,North Davie Middle,Piedmont-Triad,C,69.0,C,68.0,C,62.0,Met,83.7,65,65,57,83,100,,,,,,,
Davie County Schools,300326,Pinebrook Elementary,Piedmont-Triad,B,70.0,C,69.0,B,71.0,Met,72.7,70,70,68,74,,,,,,,,
Davie County Schools,300328,Shady Grove Elementary,Piedmont-Triad,C,65.0,C,69.0,C,62.0,NotMet,58.4,66,69,64,66,,,,,,,,
Davie County Schools,300330,South Davie Middle,Piedmont-Triad,C,58.0,C,57.0,C,55.0,NotMet,57.7,58,56,54,73,100,,,,,,,
Davie County Schools,300336,William R Davie Elementary,Piedmont-Triad,C,63.0,C,61.0,C,65.0,Met,76.0,60,58,62,60,,,,,,,,
Davie County Schools,300337,William Ellis Middle,Piedmont-Triad,B,72.0,B,70.0,C,62.0,Exceeded,85.3,68,69,57,91,100,,,,,,,
Duplin County Schools,310304,B F Grady Elementary,Southeast,D,49.0,D,47.0,D,44.0,Exceeded,87.0,40,38,34,58,100,,,,,,,
Duplin County Schools,310308,Beulaville Elementary,Southeast,C,58.0,C,57.0,D,51.0,Exceeded,86.4,50,52,42,68,100,,,,,,,
Duplin County Schools,310324,Charity Middle,Southeast,D,51.0,D,52.0,D,41.0,Exceeded,85.0,42,44,29,69,92,,,,,,,
Duplin County Schools,310330,Chinquapin Elementary,Southeast,C,64.0,C,63.0,C,56.0,Met,83.4,59,59,50,81,95,,,,,,,
Duplin County Schools,310336,Warsaw Elementary,Southeast,D,44.0,D,41.0,D,42.0,Exceeded,85.0,34,31,32,52,,,,,,,,
Duplin County Schools,310338,Duplin Early College High,Southeast,B,78.0,,,,,Met,79.5,77,,,,75,56,54,79,,100,100,
Duplin County Schools,310340,E E Smith Middle,Southeast,D,40.0,D,44.0,F,36.0,NotMet,64.6,33,35,27,36,89,,,,,,,
Duplin County Schools,310344,East Duplin High,Southeast,C,58.0,,,,,NotMet,56.5,58,,,,37,49,43,46,71,100,86,
Duplin County Schools,310352,James Kenan High,Southeast,D,52.0,,,,,Met,72.5,47,,,,30,34,26,32,61,92,75,
Duplin County Schools,310356,Kenansville Elementary,Southeast,C,63.0,C,59.0,C,63.0,Exceeded,94.3,55,52,55,66,,,,,,,,
Duplin County Schools,310360,North Duplin Elementary,Southeast,C,63.0,C,62.0,C,58.0,Exceeded,90.7,56,54,52,82,,,,,,,,
Duplin County Schools,310364,North Duplin Jr Sr High,Southeast,D,54.0,D,48.0,F,39.0,NotMet,56.1,54,44,35,76,38,59,54,58,73,71,88,
Duplin County Schools,310384,Rose Hill-Magnolia Elementary,Southeast,D,46.0,D,40.0,D,49.0,Exceeded,88.6,35,28,40,42,,,,,,,,
Duplin County Schools,310388,Wallace Elementary,Southeast,D,49.0,D,52.0,D,50.0,NotMet,67.7,44,46,44,35,,,,,,,,
Duplin County Schools,310392,Wallace-Rose Hill High,Southeast,C,55.0,,,,,NotMet,63.9,53,,,,29,47,39,37,68,92,87,
Duplin County Schools,310396,Warsaw Middle,Southeast,D,42.0,D,45.0,F,34.0,Exceeded,85.0,31,35,22,49,,,,,,,,
Durham Public Schools,320304,Bethesda Elementary,North Central,D,45.0,D,42.0,D,41.0,Met,71.1,39,35,34,72,,,,,,,,
Durham Public Schools,320306,Brogden Middle,North Central,D,44.0,D,43.0,F,39.0,Exceeded,87.1,33,34,26,51,100,,,,,,,
Durham Public Schools,320308,Burton Elementary,North Central,D,52.0,D,44.0,D,51.0,Exceeded,92.4,42,34,41,68,,,,,,,,
Durham Public Schools,320309,J D Clement Early College HS,North Central,A+NG,92.0,,,,,Exceeded,96.4,90,,,,89,88,86,80,,100,100,Less Than
Durham Public Schools,320310,Eastway Elementary,North Central,F,33.0,F,32.0,F,29.0,Met,78.6,22,20,18,41,,,,,,,,
Durham Public Schools,320312,C E Jordan High,North Central,C,68.0,,,,,Exceeded,89.1,63,,,,38,61,56,59,70,100,80,
Durham Public Schools,320313,Easley Elementary,North Central,C,64.0,C,69.0,C,58.0,NotMet,68.0,63,67,57,71,,,,,,,,
Durham Public Schools,320314,The School for Creative Studies,North Central,C,55.0,C,57.0,D,52.0,Met,79.8,48,51,43,49,28,69,68,,,,,
Durham Public Schools,320315,Eno Valley Elementary,North Central,F,37.0,F,38.0,F,35.0,Met,72.3,28,26,27,36,,,,,,,,
Durham Public Schools,320316,George L Carrington Middle,North Central,D,52.0,D,48.0,D,48.0,Exceeded,88.7,42,39,38,62,100,,,,,,,
Durham Public Schools,320317,City of Medicine Academy,North Central,A+NG,85.0,,,,,Exceeded,99.5,81,,,,71,78,72,77,79,100,100,Less Than
Durham Public Schools,320318,Club Boulevard Elementary,North Central,D,53.0,C,55.0,D,51.0,Met,80.4,46,49,42,46,,,,,,,,
Durham Public Schools,320319,Creekside Elementary,North Central,C,66.0,C,63.0,C,69.0,Met,81.4,63,59,66,64,,,,,,,,
Durham Public Schools,320320,Glenn Elementary,North Central,F,39.0,F,38.0,F,35.0,Met,76.4,29,26,29,41,,,,,,,,
Durham Public Schools,320322,Durham's Performance Learning Center,North Central,,,,,,,,,,,,,,,,,,,,
Durham Public Schools,320323,Durham School of the Arts,North Central,B,81.0,B,72.0,B,71.0,Exceeded,100.0,77,69,65,87,71,85,76,79,93,93,100,
Durham Public Schools,320324,Hillandale Elementary,North Central,C,58.0,C,62.0,D,52.0,Met,73.5,54,57,49,58,,,,,,,,
Durham Public Schools,320325,Hillside High,North Central,C,65.0,,,,,Exceeded,88.5,60,,,,42,44,33,36,64,94,91,
Durham Public Schools,320327,Hope Valley Elementary,North Central,C,59.0,C,56.0,C,56.0,Exceeded,90.5,51,49,47,67,,,,,,,,
Durham Public Schools,320328,Holt Elementary,North Central,D,53.0,D,43.0,D,54.0,Exceeded,88.3,44,33,46,77,,,,,,,,
Durham Public Schools,320329,Holton Career and Resource Center,North Central,I,,,,,,,,,,,,,,,,,,,
Durham Public Schools,320332,Forest View Elementary,North Central,C,69.0,C,67.0,C,69.0,Exceeded,89.8,63,63,64,64,,,,,,,,
Durham Public Schools,320336,DPS Hospital School,North Central,F,0.0,F,0.0,F,0.0,,,0,0,0,,,,,,,,,
Durham Public Schools,320338,James E Shepard Middle,North Central,D,43.0,D,45.0,F,35.0,Met,71.0,36,36,27,61,100,,,,,,,
Durham Public Schools,320339,Lakewood Elementary,North Central,F,38.0,F,33.0,D,42.0,Met,74.1,30,23,33,40,,,,,,,,
Durham Public Schools,320340,Little River Elementary,North Central,C,65.0,C,69.0,C,62.0,NotMet,59.7,66,67,63,72,,,,,,,,
Durham Public Schools,320341,Lakeview School,North Central,,,,,,,,,,,,,,,,,,,,
Durham Public Schools,320342,Lakewood Montessori Middle,North Central,C,68.0,C,69.0,C,60.0,Exceeded,88.7,62,65,53,75,100,,,,,,,
Durham Public Schools,320343,Lucas Middle,North Central,D,47.0,D,53.0,F,38.0,NotMet,59.2,43,46,33,63,91,,,,,,,
Durham Public Schools,320344,Fayetteville Street Elementary,North Central,D,43.0,D,41.0,D,44.0,Met,81.0,33,31,35,36,,,,,,,,
Durham Public Schools,320346,Lowe's Grove Middle,North Central,F,34.0,D,41.0,F,25.0,NotMet,58.5,28,33,17,39,70,,,,,,,
Durham Public Schools,320347,George Watts Elementary,North Central,C,60.0,C,61.0,C,57.0,Met,72.2,57,59,51,69,,,,,,,,
Durham Public Schools,320348,Mangum Elementary,North Central,B,73.0,B,72.0,B,74.0,NotMet,68.9,74,71,76,81,,,,,,,,
Durham Public Schools,320352,Merrick-Moore Elementary,North Central,F,30.0,F,32.0,F,29.0,NotMet,69.5,21,22,18,27,,,,,,,,
Durham Public Schools,320353,Middle College HS @ DTCC,North Central,A,86.0,,,,,Exceeded,88.1,85,,,,,,54,70,50,100,100,Insufficient Data
Durham Public Schools,320354,Morehead Montessori,North Central,C,69.0,B,73.0,C,66.0,Met,81.7,65,70,63,59,,,,,,,,
Durham Public Schools,320355,Neal Middle,North Central,F,34.0,F,37.0,F,25.0,NotMet,60.6,27,27,17,50,76,,,,,,,
Durham Public Schools,320356,Northern High,North Central,C,57.0,,,,,Met,80.6,52,,,,36,42,32,37,61,100,82,
Durham Public Schools,320360,Oak Grove Elementary,North Central,D,51.0,D,43.0,C,56.0,Met,76.0,45,35,49,60,,,,,,,,
Durham Public Schools,320362,Parkwood Elementary,North Central,D,54.0,D,47.0,C,57.0,Exceeded,91.9,45,37,48,60,,,,,,,,
Durham Public Schools,320363,E K Powe Elementary,North Central,D,49.0,D,47.0,D,48.0,Met,74.9,42,40,42,52,,,,,,,,
Durham Public Schools,320364,Pearsontown Elementary,North Central,B,75.0,B,72.0,B,76.0,Met,76.7,75,73,74,85,,,,,,,,
Durham Public Schools,320365,Riverside High,North Central,C,58.0,,,,,NotMet,61.5,57,,,,35,50,37,47,92,93,85,
Durham Public Schools,320366,Sherwood Githens Middle,North Central,D,42.0,D,46.0,F,37.0,NotMet,66.0,36,38,28,44,93,,,,,,,
Durham Public Schools,320367,R N Harris Elementary,North Central,C,56.0,D,53.0,C,55.0,Met,81.2,49,48,48,61,,,,,,,,
Durham Public Schools,320368,Southern School of Energy and Sustainabi,North Central,D,44.0,,,,,NotMet,57.4,41,,,,27,25,19,17,33,94,84,
Durham Public Schools,320369,Sandy Ridge Elementary,North Central,D,43.0,D,50.0,F,39.0,NotMet,59.3,38,43,35,34,,,,,,,,
Durham Public Schools,320370,Rogers-Herr Middle,North Central,C,67.0,C,65.0,C,61.0,Exceeded,86.8,62,61,55,86,100,,,,,,,
Durham Public Schools,320372,Southwest Elementary,North Central,D,51.0,D,52.0,D,47.0,Met,78.0,44,45,40,53,,,,,,,,
Durham Public Schools,320374,C C Spaulding Elementary,North Central,F,38.0,F,32.0,F,34.0,Met,81.2,28,23,22,59,,,,,,,,
Durham Public Schools,320376,Spring Valley Elementary,North Central,C,56.0,D,54.0,C,56.0,Met,80.0,50,47,50,59,,,,,,,,
Durham Public Schools,320388,W G Pearson Elementary,North Central,F,33.0,F,34.0,F,35.0,Met,74.2,23,23,24,22,,,,,,,,
Durham Public Schools,320400,Y E Smith Elementary,North Central,F,35.0,F,30.0,D,41.0,Met,84.1,23,18,29,21,,,,,,,,
Durham Public Schools,320701,Hillside New Tech High,North Central,C,68.0,,,,,Exceeded,90.4,62,,,,35,57,41,37,70,100,100,
Edgecombe County Public School,330304,G W Bulluck Elementary,North Central,C,57.0,D,48.0,C,62.0,Exceeded,86.3,49,39,56,61,,,,,,,,
Edgecombe County Public School,330308,G W Carver Elementary,North Central,D,54.0,D,50.0,C,55.0,Exceeded,94.3,44,40,46,54,,,,,,,,
Edgecombe County Public School,330312,Coker-Wimberly Elementary,North Central,F,39.0,F,37.0,F,38.0,Met,84.1,27,27,25,36,,,,,,,,
Edgecombe County Public School,330326,Edgecombe Early College High,North Central,A,92.0,,,,,Exceeded,95.5,91,,,,83,94,94,79,,100,100,Insufficient Data
Edgecombe County Public School,330328,North Edgecombe High,North Central,D,51.0,,,,,Met,77.3,45,,,,17,25,25,15,58,71,83,
Edgecombe County Public School,330332,Phillips Middle,North Central,F,26.0,F,26.0,F,20.0,NotMet,66.0,16,14,8,43,40,,,,,,,
Edgecombe County Public School,330334,Princeville Elementary,North Central,F,33.0,F,33.0,F,37.0,Met,74.3,23,22,27,18,,,,,,,,
Edgecombe County Public School,330340,South Edgecombe Middle,North Central,D,51.0,D,50.0,D,44.0,Exceeded,89.3,42,41,32,64,81,,,,,,,
Edgecombe County Public School,330344,W A Pattillo Middle,North Central,F,36.0,F,38.0,F,29.0,Exceeded,91.9,23,25,14,40,,,,,,,,
Edgecombe County Public School,330348,West Edgecombe Middle,North Central,D,40.0,D,42.0,F,31.0,NotMet,64.6,34,34,23,55,78,,,,,,,
Edgecombe County Public School,330350,SouthWest Edgecombe High,North Central,C,56.0,,,,,Met,82.0,49,,,,24,47,33,36,38,87,80,
Edgecombe County Public School,330354,Stocks Elementary,North Central,F,30.0,F,29.0,F,28.0,NotMet,61.0,22,19,19,42,,,,,,,,
Edgecombe County Public School,330358,Tarboro High,North Central,C,55.0,,,,,Met,83.9,48,,,,24,31,10,29,58,94,83,
Edgecombe County Public School,330360,Martin Millennium Academy,North Central,F,38.0,F,36.0,F,36.0,Met,74.4,29,28,25,42,,,,,,,,
Forsyth County Schools,340308,Ashley Academy,Piedmont-Triad,F,29.0,F,31.0,F,33.0,NotMet,60.6,21,22,23,7,,,,,,,,
Forsyth County Schools,340311,Atkins Academic & Tech High,Piedmont-Triad,A+NG,86.0,,,,,Exceeded,93.1,84,,,,80,84,79,73,100,100,100,Less Than
Forsyth County Schools,340314,Bolton Elementary,Piedmont-Triad,D,52.0,D,48.0,D,51.0,Met,82.1,44,39,44,58,,,,,,,,
Forsyth County Schools,340320,Brunson Elementary,Piedmont-Triad,B,70.0,B,70.0,B,71.0,Met,70.5,70,70,70,71,,,,,,,,
Forsyth County Schools,340326,Caleb's Creek Elementary,Piedmont-Triad,C,68.0,C,68.0,B,71.0,Met,70.2,67,65,71,63,,,,,,,,
Forsyth County Schools,340330,Carver High,Piedmont-Triad,D,44.0,,,,,NotMet,67.9,38,,,,25,23,13,16,63,100,72,
Forsyth County Schools,340332,Career Center,Piedmont-Triad,I,,,,,,,,,,,,,,,,,,,
Forsyth County Schools,340334,Cash Elementary,Piedmont-Triad,C,69.0,C,69.0,C,60.0,Exceeded,86.4,64,65,56,89,,,,,,,,
Forsyth County Schools,340336,Carter High School,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Forsyth County Schools,340344,Childrens Center,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Forsyth County Schools,340348,Clemmons Elementary,Piedmont-Triad,B,81.0,B,79.0,B,78.0,Met,81.3,81,77,81,93,,,,,,,,
Forsyth County Schools,340350,Clemmons Middle School,Piedmont-Triad,C,63.0,C,59.0,C,56.0,Exceeded,88.9,56,54,48,77,90,,,,,,,
Forsyth County Schools,340351,Cook Elementary,Piedmont-Triad,F,23.0,F,24.0,F,25.0,Met,71.5,11,11,13,7,,,,,,,,
Forsyth County Schools,340354,The Downtown School,Piedmont-Triad,B,83.0,A,85.0,B,80.0,Met,80.1,84,86,80,89,100,,,,,,,
Forsyth County Schools,340362,Early College of Forsyth Co,Piedmont-Triad,A,95.0,,,,,Exceeded,85.9,100,,,,100,100,92,100,,100,100,Insufficient Data
Forsyth County Schools,340364,East Forsyth High,Piedmont-Triad,C,69.0,,,,,NotMet,69.8,69,,,,49,58,46,64,80,100,94,
Forsyth County Schools,340366,East Forsyth Middle School,Piedmont-Triad,D,45.0,D,46.0,F,33.0,Met,76.6,37,37,25,60,76,,,,,,,
Forsyth County Schools,340368,Easton Elementary School,Piedmont-Triad,F,29.0,F,26.0,F,32.0,Met,74.3,18,15,19,23,,,,,,,,
Forsyth County Schools,340372,Flat Rock Middle,Piedmont-Triad,D,43.0,D,45.0,F,32.0,Met,84.3,32,34,21,54,86,,,,,,,
Forsyth County Schools,340376,Forest Park Elementary,Piedmont-Triad,D,40.0,D,40.0,D,42.0,NotMet,64.9,34,30,38,35,,,,,,,,
Forsyth County Schools,340380,Gibson Elementary,Piedmont-Triad,F,37.0,F,38.0,F,39.0,Met,72.3,28,28,31,24,,,,,,,,
Forsyth County Schools,340382,Robert B Glenn High School,Piedmont-Triad,D,54.0,,,,,NotMet,52.0,54,,,,35,43,27,42,65,100,83,
Forsyth County Schools,340384,Griffith Elementary,Piedmont-Triad,D,44.0,D,44.0,D,46.0,NotMet,59.5,41,37,43,44,,,,,,,,
Forsyth County Schools,340385,Main Street Academy,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Forsyth County Schools,340390,Hall-Woodward Elementary,Piedmont-Triad,F,37.0,F,38.0,D,41.0,NotMet,59.6,32,28,37,27,,,,,,,,
Forsyth County Schools,340392,Hanes Middle School,Piedmont-Triad,C,69.0,C,68.0,C,66.0,Met,74.9,68,67,62,79,89,,,,,,,
Forsyth County Schools,340398,Homebound/ Hospital Education,Piedmont-Triad,F,14.0,F,14.0,F,14.0,,,14,14,14,,,,,,,,,
Forsyth County Schools,340400,Ibraham Elementary,Piedmont-Triad,D,51.0,D,43.0,C,55.0,Met,83.7,43,34,48,58,,,,,,,,
Forsyth County Schools,340403,Jefferson Elementary,Piedmont-Triad,A+NG,85.0,B,83.0,A,85.0,Met,83.3,85,84,86,89,,,,,,,,Less Than
Forsyth County Schools,340406,Thomas Jefferson Middle,Piedmont-Triad,B,76.0,B,73.0,B,71.0,Met,81.5,74,72,68,87,100,,,,,,,
Forsyth County Schools,340416,Kernersville Elementary,Piedmont-Triad,C,60.0,C,58.0,C,60.0,Exceeded,85.7,54,51,55,59,,,,,,,,
Forsyth County Schools,340420,Kernersville Middle,Piedmont-Triad,C,59.0,C,60.0,D,53.0,NotMet,59.7,58,57,51,74,80,,,,,,,
Forsyth County Schools,340424,Kimberley Park Elementary,Piedmont-Triad,F,31.0,F,34.0,F,33.0,Met,81.1,18,22,20,0,,,,,,,,
Forsyth County Schools,340426,Kimmel Farm Elementary,Piedmont-Triad,C,56.0,C,58.0,D,54.0,Met,74.3,51,55,47,52,,,,,,,,
Forsyth County Schools,340427,Kingswood School,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Forsyth County Schools,340428,Konnoak Elementary,Piedmont-Triad,F,39.0,D,41.0,F,39.0,NotMet,66.2,33,31,35,31,,,,,,,,
Forsyth County Schools,340430,Diggs-Latham Elementary,Piedmont-Triad,F,36.0,F,38.0,D,40.0,NotMet,60.2,30,29,34,20,,,,,,,,
Forsyth County Schools,340432,Lewisville Elementary,Piedmont-Triad,A+NG,85.0,A,85.0,A,85.0,Met,75.7,87,85,90,88,,,,,,,,Less Than
Forsyth County Schools,340436,Lowrance Middle,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Forsyth County Schools,340440,Meadowlark Elementary,Piedmont-Triad,A+NG,86.0,B,82.0,A,87.0,Exceeded,92.6,85,82,85,91,,,,,,,,Less Than
Forsyth County Schools,340442,Meadowlark Middle,Piedmont-Triad,B,74.0,B,72.0,C,64.0,Met,76.7,73,74,62,93,100,,,,,,,
Forsyth County Schools,340446,Middle College of Forsyth Cnty,Piedmont-Triad,A,96.0,,,,,,,100,,,,,,,91,,100,100,Insufficient Data
Forsyth County Schools,340447,Middle Fork Elementary,Piedmont-Triad,F,33.0,F,36.0,F,29.0,NotMet,54.6,27,30,23,33,,,,,,,,
Forsyth County Schools,340448,Mineral Springs Elementary,Piedmont-Triad,C,60.0,D,47.0,C,67.0,Exceeded,90.4,53,39,61,68,,,,,,,,
Forsyth County Schools,340452,Mineral Springs Middle,Piedmont-Triad,F,34.0,F,39.0,F,24.0,NotMet,55.2,29,30,17,52,67,,,,,,,
Forsyth County Schools,340453,Moore Magnet Elementary,Piedmont-Triad,C,55.0,C,57.0,C,56.0,NotMet,59.8,53,53,55,51,,,,,,,,
Forsyth County Schools,340454,Mount Tabor High School,Piedmont-Triad,B,72.0,,,,,Met,81.9,70,,,,51,59,54,68,76,100,92,
Forsyth County Schools,340457,Frank Morgan Elementary,Piedmont-Triad,B,71.0,C,69.0,B,75.0,Met,75.3,70,65,76,69,,,,,,,,
Forsyth County Schools,340460,North Forsyth High,Piedmont-Triad,D,52.0,,,,,NotMet,50.7,53,,,,31,39,26,34,67,100,84,
Forsyth County Schools,340462,North Hills Elementary,Piedmont-Triad,D,42.0,D,44.0,D,45.0,Met,79.0,33,35,36,18,,,,,,,,
Forsyth County Schools,340464,Northwest Middle,Piedmont-Triad,C,55.0,D,52.0,D,47.0,Exceeded,93.6,45,43,35,68,90,,,,,,,
Forsyth County Schools,340472,Old Richmond Elementary,Piedmont-Triad,B,72.0,B,75.0,C,69.0,Exceeded,85.6,69,71,67,68,,,,,,,,
Forsyth County Schools,340476,Old Town Elementary,Piedmont-Triad,D,43.0,D,40.0,D,47.0,NotMet,58.9,39,33,44,45,,,,,,,,
Forsyth County Schools,340480,Paisley IB Magnet School,Piedmont-Triad,C,62.0,C,63.0,D,46.0,Met,77.5,58,58,42,74,80,100,90,,,,,
Forsyth County Schools,340486,Parkland High,Piedmont-Triad,D,51.0,,,,,NotMet,58.5,49,,,,25,33,21,34,72,94,83,
Forsyth County Schools,340488,J F Kennedy High,Piedmont-Triad,D,49.0,F,37.0,F,29.0,Exceeded,90.9,38,25,16,55,35,29,53,13,41,100,80,
Forsyth County Schools,340490,Petree Elementary,Piedmont-Triad,D,41.0,F,34.0,D,43.0,Exceeded,85.6,30,23,32,45,,,,,,,,
Forsyth County Schools,340492,Philo-Hill Magnet Academy,Piedmont-Triad,F,26.0,F,30.0,F,20.0,NotMet,57.4,18,19,11,30,57,,,,,,,
Forsyth County Schools,340494,Piney Grove Elementary,Piedmont-Triad,B,70.0,C,69.0,B,72.0,Met,77.8,69,66,71,68,,,,,,,,
Forsyth County Schools,340495,Ronald W Reagan High School,Piedmont-Triad,B,82.0,,,,,Met,78.1,83,,,,74,76,67,83,88,100,95,
Forsyth County Schools,340496,R J Reynolds High,Piedmont-Triad,C,68.0,,,,,NotMet,64.6,68,,,,54,62,52,66,63,92,87,
Forsyth County Schools,340504,Rural Hall Elementary,Piedmont-Triad,C,60.0,C,57.0,C,63.0,Met,80.0,54,51,57,55,,,,,,,,
Forsyth County Schools,340508,Sedge Garden Elementary,Piedmont-Triad,C,61.0,C,61.0,C,61.0,Met,76.3,57,56,58,56,,,,,,,,
Forsyth County Schools,340512,Sherwood Forest Elementary,Piedmont-Triad,B,83.0,B,80.0,A,86.0,Met,78.4,84,81,86,89,,,,,,,,
Forsyth County Schools,340514,Smith Farm Elementary,Piedmont-Triad,C,55.0,C,58.0,D,52.0,NotMet,65.6,52,54,50,,,,,,,,,
