District Name,unit_code,School Name,SBE District,SPG Grade,SPG Score,Reading SPG Score,Reading SPG Grade,Math SPG Score,Math SPG Grade,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Reading Score,Math Score,Science Score,NC Math 1 Score,English II Score,Biology Score,ACT Score,ACT WorkKeys Score,Passing NC Math 3,4-Year Cohort Graduation Rate Score,State Gap Compared
Gaston County Schools,360432,Kiser Elementary,Southwest,D,54.0,58.0,C,49.0,D,NotMet,68.7,51,52,46,60,,,,,,,,
Gaston County Schools,360436,Bessemer City Middle,Southwest,D,52.0,47.0,D,44.0,D,Exceeded,93.3,41,38,31,74,92,,,,,,,
Gaston County Schools,360438,Lingerfeldt Elementary,Southwest,D,47.0,41.0,D,52.0,D,Exceeded,88.3,36,32,42,33,,,,,,,,
Gaston County Schools,360440,Lowell Elementary,Southwest,C,62.0,61.0,C,62.0,C,NotMet,66.0,60,57,62,65,,,,,,,,
Gaston County Schools,360448,McAdenville Elementary,Southwest,C,62.0,63.0,C,55.0,C,Exceeded,89.4,55,58,47,72,,,,,,,,
Gaston County Schools,360456,Mount Holly Middle,Southwest,C,65.0,62.0,C,58.0,C,Exceeded,87.4,60,58,50,76,100,,,,,,,
Gaston County Schools,360464,New Hope Elementary,Southwest,B,76.0,73.0,B,74.0,B,Exceeded,90.8,72,70,70,82,,,,,,,,
Gaston County Schools,360468,North Belmont Elementary,Southwest,C,56.0,53.0,D,53.0,D,Exceeded,85.9,48,45,46,68,,,,,,,,
Gaston County Schools,360470,North Gaston High,Southwest,C,64.0,,,,,Met,71.4,62,,,,47,43,67,43,68,100,85,
Gaston County Schools,360478,Pinewood Elementary,Southwest,C,67.0,65.0,C,67.0,C,Met,83.2,63,62,62,73,,,,,,,,
Gaston County Schools,360480,Pleasant Ridge Elementary,Southwest,D,49.0,48.0,D,47.0,D,Exceeded,89.2,39,39,37,47,,,,,,,,
Gaston County Schools,360482,Ida Rankin Elementary School,Southwest,C,66.0,63.0,C,62.0,C,Exceeded,87.9,60,58,56,80,,,,,,,,
Gaston County Schools,360488,Robinson Elementary,Southwest,C,63.0,64.0,C,63.0,C,Met,81.5,58,60,57,38,,,,,,,,
Gaston County Schools,360490,Sherwood Elementary,Southwest,C,55.0,54.0,D,49.0,D,Exceeded,85.6,47,46,41,67,,,,,,,,
Gaston County Schools,360492,H H Beam Elementary,Southwest,D,44.0,38.0,F,45.0,D,Met,71.3,38,31,38,56,,,,,,,,
Gaston County Schools,360494,South Point High,Southwest,B,76.0,,,,,Met,82.6,74,,,,59,66,65,65,82,100,95,
Gaston County Schools,360498,Southwest Middle,Southwest,D,50.0,48.0,D,46.0,D,Met,73.1,44,43,37,57,100,,,,,,,
Gaston County Schools,360499,Springfield Primary,Southwest,I,,,,,,,,,,,,,,,,,,,
Gaston County Schools,360500,Stanley Middle,Southwest,C,65.0,63.0,C,57.0,C,Exceeded,90.6,59,58,49,83,95,,,,,,,
Gaston County Schools,360504,Tryon Elementary,Southwest,C,58.0,56.0,C,52.0,D,Met,82.6,52,50,45,75,,,,,,,,
Gaston County Schools,360510,W A Bess Elementary School,Southwest,B,76.0,73.0,B,74.0,B,Met,84.7,74,70,72,87,,,,,,,,
Gaston County Schools,360514,W C Friday Middle School,Southwest,C,56.0,53.0,D,53.0,D,NotMet,66.4,54,51,47,72,100,,,,,,,
Gaston County Schools,360520,Woodhill Elementary,Southwest,D,43.0,43.0,D,41.0,D,NotMet,67.4,37,34,35,51,,,,,,,,
Gaston County Schools,360526,York Chester Middle,Southwest,D,43.0,40.0,D,37.0,F,Met,79.4,34,32,26,54,100,,,,,,,
Gates County Schools,370304,Buckland Elementary,Northeast,C,69.0,63.0,C,66.0,C,Exceeded,86.1,65,57,64,88,,,,,,,,
Gates County Schools,370308,Central Middle School,Northeast,C,57.0,57.0,C,50.0,D,NotMet,63.8,55,54,45,84,100,,,,,,,
Gates County Schools,370312,Gates County Senior High,Northeast,B,73.0,,,,,Exceeded,86.7,70,,,,53,67,62,55,81,100,89,
Gates County Schools,370316,Gatesville Elementary,Northeast,C,67.0,64.0,C,63.0,C,Met,80.1,63,59,64,74,,,,,,,,
Gates County Schools,370324,T S Cooper Elementary,Northeast,C,63.0,56.0,C,62.0,C,Met,84.2,58,49,58,80,,,,,,,,
Graham County Schools,380306,Robbinsville Elementary,Western,C,58.0,64.0,C,51.0,D,NotMet,61.8,57,60,50,70,,,,,,,,
Graham County Schools,380308,Robbinsville High,Western,B,73.0,,,,,Met,82.9,70,,,,63,54,52,54,64,100,93,
Graham County Schools,380310,Robbinsville Middle,Western,C,57.0,62.0,C,51.0,D,NotMet,64.3,55,59,45,67,,,,,,,,
Granville County Schools,390309,Butner-Stem Middle,North Central,D,52.0,54.0,D,42.0,D,Met,76.0,46,48,32,69,100,,,,,,,
Granville County Schools,390311,Butner-Stem Elementary,North Central,C,60.0,57.0,C,61.0,C,Exceeded,87.1,53,49,56,56,,,,,,,,
Granville County Schools,390312,C. G. Credle Elementary,North Central,C,57.0,49.0,D,61.0,C,Exceeded,86.5,50,41,55,62,,,,,,,,
Granville County Schools,390314,Center For Innovative Learning,North Central,,,,,,,,,,,,,,,,,,,,
Granville County Schools,390316,Creedmoor Elementary,North Central,D,49.0,51.0,D,47.0,D,Met,81.2,41,43,38,43,,,,,,,,
Granville County Schools,390320,G. C. Hawley Middle,North Central,B,70.0,69.0,C,62.0,C,Exceeded,89.9,65,66,55,85,94,,,,,,,
Granville County Schools,390322,Granville Central High,North Central,B,75.0,,,,,Exceeded,99.4,68,,,,60,48,54,54,73,100,88,
Granville County Schools,390323,Granville Early College High,North Central,A,95.0,,,,,Exceeded,97.5,95,,,,90,93,95,94,,100,100,N
Granville County Schools,390324,J. F. Webb High,North Central,C,56.0,,,,,Met,74.5,52,,,,28,33,31,21,83,100,74,
Granville County Schools,390331,Mary Potter Middle,North Central,C,58.0,51.0,D,57.0,C,Met,83.9,52,46,49,74,100,,,,,,,
Granville County Schools,390333,Mount Energy Elementary,North Central,C,69.0,66.0,C,69.0,C,Met,83.2,65,62,66,74,,,,,,,,
Granville County Schools,390334,Northern Granville Middle,North Central,D,42.0,42.0,D,32.0,F,Met,74.4,34,36,19,60,100,,,,,,,
Granville County Schools,390336,Joe Toler-Oak Hill Elementary,North Central,C,59.0,58.0,C,54.0,D,Met,81.2,53,52,49,68,,,,,,,,
Granville County Schools,390352,South Granville High,North Central,C,69.0,,,,,Met,78.2,67,,,,41,51,62,46,77,100,100,
Granville County Schools,390360,Stovall-Shaw Elementary,North Central,C,65.0,59.0,C,66.0,C,Exceeded,86.5,60,53,61,75,,,,,,,,
Granville County Schools,390362,Tar River Elementary,North Central,C,60.0,66.0,C,59.0,C,NotMet,52.7,62,64,61,55,,,,,,,,
Granville County Schools,390364,West Oxford Elementary,North Central,D,49.0,46.0,D,48.0,D,Exceeded,86.0,40,36,40,49,,,,,,,,
Granville County Schools,390368,Wilton Elementary,North Central,B,72.0,68.0,C,74.0,B,Exceeded,87.6,69,65,70,77,,,,,,,,
Granville County Schools,390700,JF Webb HS Of Health And Life Sciences,North Central,B,76.0,,,,,Met,79.3,76,,,,53,70,50,56,83,100,100,
Greene County Schools,400308,Greene Central High,Southeast,C,56.0,,,,,NotMet,62.5,54,,,,33,36,29,31,48,100,94,
Greene County Schools,400312,Greene County Middle,Southeast,D,47.0,48.0,D,39.0,F,Exceeded,87.4,37,38,27,59,77,,,,,,,
Greene County Schools,400315,Greene Early College High,Southeast,A,89.0,,,,,Exceeded,86.5,90,,,,77,94,91,81,,100,100,N
Greene County Schools,400318,Greene County Intermediate,Southeast,C,58.0,50.0,D,58.0,C,Exceeded,94.8,48,41,49,64,,,,,,,,
Greene County Schools,400321,Snow Hill Primary,Southeast,I,,,,,,,,,,,,,,,,,,,
Greene County Schools,400332,West Greene Elementary,Southeast,D,54.0,51.0,D,52.0,D,Met,78.9,48,44,52,,,,,,,,,
Guilford County Schools,410304,Alamance Elementary,Piedmont-Triad,B,72.0,69.0,C,74.0,B,Met,83.7,70,67,70,77,,,,,,,,
Guilford County Schools,410307,Edwin A Alderman Elementary,Piedmont-Triad,D,51.0,45.0,D,58.0,C,NotMet,65.7,47,41,52,51,,,,,,,,
Guilford County Schools,410310,Allen Jay Elementary,Piedmont-Triad,D,48.0,46.0,D,51.0,D,NotMet,67.8,43,39,46,47,,,,,,,,
Guilford County Schools,410311,"Allen Jay Middle, A Preparatory Academy",Piedmont-Triad,C,63.0,62.0,C,48.0,D,Met,82.7,58,57,44,78,100,,,,,,,
Guilford County Schools,410313,Southern Guilford Middle,Piedmont-Triad,C,55.0,52.0,D,47.0,D,Exceeded,87.4,47,43,39,69,100,,,,,,,
Guilford County Schools,410316,Allen Middle,Piedmont-Triad,D,51.0,45.0,D,49.0,D,Met,84.9,43,36,39,60,89,,,,,,,
Guilford County Schools,410319,T Wingate Andrews High,Piedmont-Triad,C,61.0,,,,,Met,81.8,55,,,,34,37,26,32,56,100,91,
Guilford County Schools,410322,Archer Elementary,Piedmont-Triad,C,63.0,56.0,C,67.0,C,Exceeded,88.6,57,48,63,68,,,,,,,,
Guilford County Schools,410325,Aycock Middle,Piedmont-Triad,D,48.0,53.0,D,37.0,F,Met,76.6,41,44,30,50,100,,,,,,,
Guilford County Schools,410326,Middle College High at Bennett,Piedmont-Triad,A,90.0,,,,,Exceeded,93.3,89,,,,84,85,86,73,,100,100,N
Guilford County Schools,410328,Bessemer Elementary,Piedmont-Triad,D,42.0,39.0,F,46.0,D,Met,76.5,33,29,37,32,,,,,,,,
Guilford County Schools,410331,Bluford Elementary,Piedmont-Triad,D,40.0,34.0,F,37.0,F,Met,76.3,31,24,28,61,,,,,,,,
Guilford County Schools,410334,Brightwood Elementary,Piedmont-Triad,D,49.0,48.0,D,49.0,D,Met,81.9,41,40,40,47,,,,,,,,
Guilford County Schools,410337,Brooks Global Elementary,Piedmont-Triad,B,82.0,81.0,B,81.0,B,Met,82.9,81,81,80,86,,,,,,,,
Guilford County Schools,410340,Monticello-Brown Summit Elem,Piedmont-Triad,D,53.0,51.0,D,55.0,C,Met,77.1,48,44,49,54,,,,,,,,
Guilford County Schools,410341,Brown Summit Middle,Piedmont-Triad,A+NG,98.0,97.0,A,97.0,A,Exceeded,89.4,100,100,100,100,100,,,,,,,Y
Guilford County Schools,410343,Claxton Elementary,Piedmont-Triad,B,74.0,71.0,B,74.0,B,Met,83.2,72,70,71,79,,,,,,,,
Guilford County Schools,410346,Colfax Elementary,Piedmont-Triad,B,82.0,78.0,B,83.0,B,Exceeded,91.1,80,75,82,85,,,,,,,,
Guilford County Schools,410349,Ceasar Cone Elementary,Piedmont-Triad,F,34.0,31.0,F,35.0,F,NotMet,66.7,25,24,23,36,,,,,,,,
Guilford County Schools,410355,James B Dudley High,Piedmont-Triad,C,61.0,,,,,Exceeded,91.9,53,,,,30,44,32,27,48,100,83,
Guilford County Schools,410358,Eastern Guilford High,Piedmont-Triad,C,67.0,,,,,Exceeded,97.5,59,,,,39,57,38,41,68,100,88,
Guilford County Schools,410361,Erwin Montessori,Piedmont-Triad,C,64.0,66.0,C,65.0,C,Met,83.2,60,62,60,50,,,,,,,,
Guilford County Schools,410364,Fairview Elementary,Piedmont-Triad,F,38.0,38.0,F,37.0,F,Met,70.1,30,28,29,36,,,,,,,,
Guilford County Schools,410366,Waldo C Falkener Sr Elementary,Piedmont-Triad,D,41.0,38.0,F,43.0,D,Met,74.0,33,28,35,42,,,,,,,,
Guilford County Schools,410367,Ferndale Middle,Piedmont-Triad,D,51.0,49.0,D,46.0,D,Exceeded,91.6,41,39,34,56,100,,,,,,,
Guilford County Schools,410370,Florence Elementary,Piedmont-Triad,B,71.0,69.0,C,71.0,B,NotMet,68.4,71,68,72,78,,,,,,,,
Guilford County Schools,410373,Julius I Foust Elementary,Piedmont-Triad,D,48.0,42.0,D,46.0,D,Met,83.3,39,33,36,67,,,,,,,,
Guilford County Schools,410376,Cyrus P Frazier Elementary,Piedmont-Triad,D,43.0,42.0,D,45.0,D,Met,84.5,33,33,34,31,,,,,,,,
Guilford County Schools,410379,Gateway Education Center,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Guilford County Schools,410382,Gibsonville Elementary,Piedmont-Triad,C,62.0,59.0,C,60.0,C,Met,72.1,59,57,55,79,,,,,,,,
Guilford County Schools,410385,Gillespie Park Elementary,Piedmont-Triad,F,33.0,31.0,F,32.0,F,NotMet,68.7,25,21,22,42,,,,,,,,
Guilford County Schools,410388,General Greene Elementary,Piedmont-Triad,C,65.0,68.0,C,62.0,C,Met,82.8,61,65,56,66,,,,,,,,
Guilford County Schools,410390,GC Middle College High,Piedmont-Triad,A,93.0,,,,,,,93,,,,,,,78,,100,100,N
Guilford County Schools,410391,Penn-Griffin Schools,Piedmont-Triad,C,61.0,60.0,C,44.0,D,Met,80.3,57,53,37,59,100,93,91,100,,100,100,
Guilford County Schools,410394,Grimsley High,Piedmont-Triad,B,79.0,,,,,Exceeded,89.4,77,,,,72,72,64,74,69,93,90,
Guilford County Schools,410395,Early College at Guilford,Piedmont-Triad,A,93.0,,,,,NotMet,64.4,100,,,,100,100,100,100,,100,100,N
Guilford County Schools,410396,High School Ahead Academy,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Guilford County Schools,410397,Guilford Middle,Piedmont-Triad,C,56.0,50.0,D,55.0,C,Met,80.3,50,44,47,61,100,,,,,,,
Guilford County Schools,410398,Doris Henderson Newcomers Sch,Piedmont-Triad,F,9.0,5.0,F,11.0,F,,,9,5,11,14,15,,,,,,0,
Guilford County Schools,410399,Middle College at GTCC-GSO,Piedmont-Triad,A,96.0,,,,,Exceeded,95.2,100,,,,100,90,100,91,,100,100,N
Guilford County Schools,410400,Guilford Elementary,Piedmont-Triad,C,65.0,58.0,C,68.0,C,Exceeded,90.4,59,51,63,71,,,,,,,,
Guilford County Schools,410401,GTCC Middle College High,Piedmont-Triad,A,85.0,,,,,Met,74.2,85,,,,71,76,76,84,,100,100,N
Guilford County Schools,410402,Otis L Hairston Sr Middle,Piedmont-Triad,F,39.0,39.0,F,28.0,F,Met,73.5,30,28,20,53,100,,,,,,,
Guilford County Schools,410403,Hampton Elem Univ Partnership,Piedmont-Triad,F,39.0,38.0,F,37.0,F,Met,77.7,30,27,27,45,,,,,,,,
Guilford County Schools,410406,High Point Central High,Piedmont-Triad,C,65.0,,,,,Exceeded,89.3,58,,,,53,41,30,49,72,100,88,
Guilford County Schools,410407,Dorothy Kendall Kearns Academy at HPC,Piedmont-Triad,B,80.0,,,,,Exceeded,90.1,78,,,,87,65,61,53,74,100,100,
Guilford County Schools,410408,Middle College GTCC High Point,Piedmont-Triad,B,84.0,,,,,Exceeded,86.1,83,,,,88,79,66,69,,100,100,
Guilford County Schools,410409,Hunter Elementary,Piedmont-Triad,C,55.0,44.0,D,65.0,C,Exceeded,85.6,48,34,60,54,,,,,,,,
Guilford County Schools,410412,Irving Park Elementary,Piedmont-Triad,D,51.0,50.0,D,52.0,D,NotMet,60.4,48,47,48,56,,,,,,,,
Guilford County Schools,410415,Jackson Middle,Piedmont-Triad,D,49.0,44.0,D,41.0,D,Exceeded,92.4,38,34,29,67,72,,,,,,,
Guilford County Schools,410418,Jamestown Elementary,Piedmont-Triad,C,66.0,56.0,C,69.0,C,Exceeded,92.3,59,51,62,81,,,,,,,,
Guilford County Schools,410421,Jamestown Middle,Piedmont-Triad,C,63.0,63.0,C,52.0,D,Met,84.3,58,56,49,77,85,,,,,,,
Guilford County Schools,410423,Jefferson Elementary,Piedmont-Triad,C,62.0,63.0,C,62.0,C,Met,78.9,58,57,60,57,,,,,,,,
Guilford County Schools,410424,Jesse Wharton Elem,Piedmont-Triad,B,73.0,71.0,B,72.0,B,Exceeded,86.3,70,69,68,79,,,,,,,,
Guilford County Schools,410427,Johnson Street Global Studies,Piedmont-Triad,D,50.0,49.0,D,48.0,D,Met,83.8,41,42,37,48,100,,,,,,,
Guilford County Schools,410430,David D Jones Elementary,Piedmont-Triad,C,62.0,60.0,C,61.0,C,Met,72.9,59,59,56,69,,,,,,,,
Guilford County Schools,410436,James Y Joyner Elementary,Piedmont-Triad,D,53.0,54.0,D,50.0,D,NotMet,66.8,49,49,46,58,,,,,,,,
Guilford County Schools,410437,Kernodle Middle,Piedmont-Triad,B,79.0,78.0,B,75.0,B,Exceeded,91.4,76,76,70,83,100,,,,,,,
Guilford County Schools,410439,Kirkman Park Elementary,Piedmont-Triad,D,46.0,46.0,D,47.0,D,Met,80.4,37,37,38,36,,,,,,,,
Guilford County Schools,410442,Kiser Middle,Piedmont-Triad,B,72.0,70.0,B,66.0,C,Exceeded,100.0,65,63,57,81,100,,,,,,,
Guilford County Schools,410448,Lincoln Academy,Piedmont-Triad,B,71.0,72.0,B,62.0,C,Met,80.5,69,70,59,84,95,,,,,,,
Guilford County Schools,410451,John Van Lindley Elementary,Piedmont-Triad,C,69.0,66.0,C,71.0,B,Met,80.1,66,63,67,71,,,,,,,,
Guilford County Schools,410454,Madison Elementary,Piedmont-Triad,D,50.0,45.0,D,55.0,C,Met,78.2,44,39,47,47,,,,,,,,
Guilford County Schools,410457,Herbin Metz Education Center,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Guilford County Schools,410458,C Joyner Greene Education Center,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Guilford County Schools,410460,Eastern Guilford Middle,Piedmont-Triad,C,55.0,54.0,D,46.0,D,Exceeded,91.1,47,44,36,66,100,,,,,,,
Guilford County Schools,410461,McLeansville Elementary,Piedmont-Triad,D,50.0,51.0,D,50.0,D,Met,80.8,43,44,41,43,,,,,,,,
Guilford County Schools,410462,Ronald E. McNair Elementary,Piedmont-Triad,D,49.0,46.0,D,50.0,D,Met,84.2,40,37,40,44,,,,,,,,
Guilford County Schools,410463,Mendenhall Middle,Piedmont-Triad,C,62.0,60.0,C,54.0,D,Exceeded,87.5,56,53,46,71,100,,,,,,,
Guilford County Schools,410464,Haynes Inman Education Center,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Guilford County Schools,410466,Millis Road Elementary,Piedmont-Triad,B,73.0,73.0,B,73.0,B,Met,75.4,72,71,72,75,,,,,,,,
Guilford County Schools,410469,Montlieu Academy of Technology,Piedmont-Triad,D,52.0,43.0,D,52.0,D,Met,80.6,44,36,45,72,,,,,,,,
Guilford County Schools,410472,Morehead Elementary,Piedmont-Triad,B,70.0,64.0,C,72.0,B,Met,83.6,66,60,69,81,,,,,,,,
Guilford County Schools,410478,Murphey Traditional Academy,Piedmont-Triad,D,45.0,47.0,D,43.0,D,NotMet,64.9,40,40,37,51,,,,,,,,
Guilford County Schools,410481,Nathanael Greene Elementary,Piedmont-Triad,C,58.0,59.0,C,58.0,C,Met,75.2,54,54,54,55,,,,,,,,
Guilford County Schools,410483,Middle College High @ NC A&T,Piedmont-Triad,B,78.0,,,,,Exceeded,90.2,75,,,,81,57,57,68,57,100,100,
Guilford County Schools,410484,Northeast Guilford High,Piedmont-Triad,C,68.0,,,,,Exceeded,100.0,60,,,,41,46,69,30,45,93,89,
Guilford County Schools,410486,Northern Guilford Elementary,Piedmont-Triad,A+NG,85.0,84.0,B,80.0,B,Met,78.2,85,83,85,88,,,,,,,,Y
Guilford County Schools,410487,Northeast Guilford Middle,Piedmont-Triad,D,44.0,44.0,D,33.0,F,Met,78.6,35,34,23,57,100,,,,,,,
Guilford County Schools,410488,Northern Guilford Middle,Piedmont-Triad,B,70.0,69.0,C,65.0,C,NotMet,59.3,72,69,66,81,100,,,,,,,
Guilford County Schools,410489,Northern Guilford High,Piedmont-Triad,B,82.0,,,,,Met,79.3,82,,,,77,79,70,80,78,100,100,
Guilford County Schools,410490,Northwest Guilford High,Piedmont-Triad,A+NG,87.0,,,,,Exceeded,90.5,86,,,,86,84,76,80,83,100,100,Y
Guilford County Schools,410491,EP Pearce Elementary,Piedmont-Triad,B,81.0,79.0,B,81.0,B,Met,79.9,82,81,80,89,,,,,,,,
Guilford County Schools,410493,Northwest Guilford Middle,Piedmont-Triad,B,84.0,81.0,B,80.0,B,Exceeded,92.4,82,81,77,91,100,,,,,,,
Guilford County Schools,410496,Northwood Elementary,Piedmont-Triad,D,47.0,41.0,D,46.0,D,NotMet,64.5,42,34,43,69,,,,,,,,
Guilford County Schools,410499,Oak Hill Elementary,Piedmont-Triad,C,56.0,45.0,D,62.0,C,Met,82.2,50,36,58,67,,,,,,,,
Guilford County Schools,410502,Oak Ridge Elementary,Piedmont-Triad,A+NG,85.0,79.0,B,88.0,A,Met,80.5,86,81,88,92,,,,,,,,Y
Guilford County Schools,410505,Oak View Elementary,Piedmont-Triad,D,52.0,47.0,D,51.0,D,Met,78.3,45,41,43,65,,,,,,,,
Guilford County Schools,410508,Page High,Piedmont-Triad,B,78.0,,,,,Exceeded,100.0,73,,,,56,64,59,63,77,100,93,
Guilford County Schools,410511,Parkview Village Elementary,Piedmont-Triad,D,50.0,42.0,D,49.0,D,Met,78.0,43,35,41,74,,,,,,,,
Guilford County Schools,410514,Clara J Peck Elementary,Piedmont-Triad,D,52.0,48.0,D,50.0,D,Exceeded,91.4,42,38,40,59,,,,,,,,
Guilford County Schools,410517,Peeler Open Elementary,Piedmont-Triad,D,43.0,47.0,D,37.0,F,NotMet,59.8,39,43,31,51,,,,,,,,
Guilford County Schools,410522,Pilot Elementary,Piedmont-Triad,C,60.0,57.0,C,61.0,C,Met,82.5,54,51,55,64,,,,,,,,
Guilford County Schools,410523,Pleasant Garden Elementary,Piedmont-Triad,C,64.0,63.0,C,59.0,C,Met,78.4,61,60,55,79,,,,,,,,
Guilford County Schools,410529,Lucy Ragsdale High,Piedmont-Triad,B,71.0,,,,,Exceeded,88.3,67,,,,51,57,52,54,70,100,93,
Guilford County Schools,410530,Reedy Fork Elementary,Piedmont-Triad,C,55.0,50.0,D,60.0,C,Exceeded,85.4,48,43,52,49,,,,,,,,
Guilford County Schools,410532,Rankin Elementary,Piedmont-Triad,D,47.0,44.0,D,47.0,D,Met,84.6,38,35,38,50,,,,,,,,
Guilford County Schools,410533,SCALE School,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Guilford County Schools,410534,Pruette SCALE Academy,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Guilford County Schools,410535,Sedalia Elementary,Piedmont-Triad,C,67.0,62.0,C,67.0,C,Exceeded,86.7,62,58,62,75,,,,,,,,
Guilford County Schools,410538,Sedgefield Elementary,Piedmont-Triad,C,60.0,51.0,D,63.0,C,Exceeded,92.3,52,42,55,71,,,,,,,,
Guilford County Schools,410541,Shadybrook Elementary,Piedmont-Triad,C,62.0,59.0,C,62.0,C,Met,81.2,57,53,58,67,,,,,,,,
Guilford County Schools,410542,George C Simkins Jr Elementary,Piedmont-Triad,D,52.0,48.0,D,55.0,C,Met,78.5,46,42,48,52,,,,,,,,
Guilford County Schools,410544,Ben L. Smith High School,Piedmont-Triad,C,59.0,,,,,Exceeded,91.0,51,,,,36,33,41,22,40,100,81,
Guilford County Schools,410545,The Academy at Smith,Piedmont-Triad,A,87.0,,,,,Exceeded,91.2,86,,,,83,83,67,75,92,100,100,N
Guilford County Schools,410547,Southeast Guilford High,Piedmont-Triad,B,75.0,,,,,Exceeded,92.0,71,,,,55,65,55,68,72,95,93,
Guilford County Schools,410550,Southeast Guilford Middle,Piedmont-Triad,C,64.0,62.0,C,58.0,C,Met,84.8,59,58,52,74,91,,,,,,,
Guilford County Schools,410553,Southern Elementary,Piedmont-Triad,C,67.0,61.0,C,70.0,B,Met,82.2,63,57,67,70,,,,,,,,
Guilford County Schools,410556,Southern Guilford High,Piedmont-Triad,B,70.0,,,,,Exceeded,93.2,65,,,,54,48,46,50,74,100,92,
Guilford County Schools,410559,Southwest Elementary,Piedmont-Triad,B,80.0,76.0,B,80.0,B,Met,81.9,79,76,79,90,,,,,,,,
Guilford County Schools,410562,Southwest Guilford High,Piedmont-Triad,B,76.0,,,,,Exceeded,87.7,73,,,,61,68,58,62,77,100,95,
Guilford County Schools,410565,Southwest Guilford Middle,Piedmont-Triad,C,61.0,64.0,C,52.0,D,NotMet,59.3,61,60,52,77,92,,,,,,,
Guilford County Schools,410568,Sternberger Elementary,Piedmont-Triad,B,77.0,76.0,B,76.0,B,Met,81.2,76,76,74,83,,,,,,,,
Guilford County Schools,410569,STEM Early College @ NC A&T SU,Piedmont-Triad,A,97.0,,,,,Met,84.8,100,,,,100,100,100,100,100,100,100,N
Guilford County Schools,410571,Stokesdale Elementary,Piedmont-Triad,B,74.0,76.0,B,73.0,B,Met,70.2,75,75,74,78,,,,,,,,
Guilford County Schools,410574,Summerfield Elementary,Piedmont-Triad,A+NG,85.0,81.0,B,85.0,A,Exceeded,86.5,84,80,85,93,,,,,,,,Y
Guilford County Schools,410577,Sumner Elementary,Piedmont-Triad,D,52.0,48.0,D,52.0,D,Met,82.3,44,39,46,54,,,,,,,,
Guilford County Schools,410578,Triangle Lake Montessori Elem,Piedmont-Triad,C,56.0,53.0,D,60.0,C,NotMet,69.9,53,49,55,59,,,,,,,,
Guilford County Schools,410579,UNCG Early/Middle College,Piedmont-Triad,A,85.0,,,,,Met,84.1,85,,,,81,77,64,86,100,100,100,N
Guilford County Schools,410580,Union Hill Elementary,Piedmont-Triad,D,49.0,44.0,D,49.0,D,Met,84.2,40,34,41,58,,,,,,,,
Guilford County Schools,410583,Vandalia Elementary,Piedmont-Triad,D,47.0,52.0,D,39.0,F,Met,74.9,40,45,32,47,,,,,,,,
Guilford County Schools,410586,Washington Elementary,Piedmont-Triad,D,41.0,39.0,F,41.0,D,Met,77.3,32,29,31,44,,,,,,,,
Guilford County Schools,410589,Philip J Weaver Ed Center,Piedmont-Triad,A,90.0,,,,,Met,72.7,95,,,,91,100,89,94,,100,100,N
Guilford County Schools,410592,Welborn Middle,Piedmont-Triad,F,31.0,35.0,F,24.0,F,NotMet,54.8,25,28,16,39,75,,,,,,,
Guilford County Schools,410595,Western Guilford High,Piedmont-Triad,C,67.0,,,,,NotMet,68.1,67,,,,50,62,46,58,83,95,92,
Guilford County Schools,410598,Wiley Accel/Enrichment,Piedmont-Triad,D,45.0,36.0,F,45.0,D,Met,78.2,36,28,35,65,,,,,,,,
Halifax County Schools,420304,Aurelian Springs Elementary,Northeast,C,59.0,57.0,C,57.0,C,Exceeded,85.7,52,49,52,62,,,,,,,,
Halifax County Schools,420316,Scotland Neck Elementary School,Northeast,D,47.0,41.0,D,44.0,D,Met,75.8,39,32,37,71,,,,,,,,
Halifax County Schools,420324,Enfield Middle,Northeast,F,38.0,41.0,D,32.0,F,Met,72.9,29,31,23,37,47,,,,,,,
Halifax County Schools,420328,Everetts Elementary,Northeast,D,42.0,41.0,D,41.0,D,Met,71.3,35,34,32,50,,,,,,,,
