LEA Name,unit_code,School Name,SBE Region,SPG Grade,SPG Score,Reading SPG Grade,Reading  SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,The ACT Score,ACT WorkKeys Score,Math Course Rigor Score,Cohort Graduation Rate Standard Score
Guilford County Schools,410595,Western Guilford High,5,B,75.0,,,,,Exceeded,93.3,71,,,,54,58,66,63,69,100,89
Guilford County Schools,410598,Wiley Accel/Enrichment,5,D,46.0,D,46.0,D,45.0,Met,83.6,36,37,35,38,,,,,,,
Halifax County Schools,420304,Aurelian Springs Elementary,3,D,41.0,D,41.0,D,43.0,Met,70.5,33,33,34,29,,,,,,,
Halifax County Schools,420316,Dawson Elementary,3,F,32.0,F,33.0,F,37.0,Met,72.6,22,23,26,11,,,,,,,
Halifax County Schools,420324,Enfield Middle,3,F,25.0,F,29.0,F,19.0,Met,74.4,13,15,7,21,29,,,,,,
Halifax County Schools,420328,Everetts Elementary,3,F,28.0,F,35.0,F,26.0,NotMet,66.9,19,24,15,14,,,,,,,
Halifax County Schools,420336,Hollister Elementary,3,F,38.0,F,36.0,D,43.0,NotMet,58.3,33,28,39,28,,,,,,,
Halifax County Schools,420340,Inborden Elementary,3,F,32.0,F,33.0,F,35.0,Met,73.7,22,22,24,16,,,,,,,
Halifax County Schools,420346,Northwest Halifax High,3,C,57.0,,,,,Exceeded,98.4,47,,,,34,23,39,33,50,93,71
Halifax County Schools,420348,Pittman Elementary,3,D,48.0,D,42.0,D,54.0,Exceeded,86.3,38,31,47,35,,,,,,,
