year,agency_code,expenditure_category,state_funds,federal_funds,local_funds,total_funds,state_ppe,federal_ppe,local_ppe,total_ppe,ADM
2019,920569,INSTRUCTIONAL EQUIP.,39293.77,842.25,348.13,40483,34.99,0.75,0.31,36.05,1123
2019,920569,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1123
2019,920569,CENTRAL EXPENSE,173986.39,39203.93,698472.31,911661,154.93,34.91,621.97,811.81,1123
2019,920569,TOTAL,6588143.0,389218.0,3102812.0,10080173,5866.56,346.59,2762.97,8976.12,1123
2019,920570,SALARIES,2202459.3,225534.78,557935.38,2985928,5319.95,544.77,1347.67,7212.39,414
2019,920570,EMPLOYEE BENEFITS,865934.82,88769.88,183633.84,1138336,2091.63,214.42,443.56,2749.61,414
2019,920570,PURCHASED SERVICES,62973.54,31116.24,85441.32,179530,152.11,75.16,206.38,433.65,414
2019,920570,SUPPLIES & MATERIALS,18058.68,79293.42,56063.88,153414,43.62,191.53,135.42,370.57,414
2019,920570,INSTRUCTIONAL EQUIP.,14485.86,310.5,128.34,14923,34.99,0.75,0.31,36.05,414
2019,920570,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,414
2019,920570,CENTRAL EXPENSE,64141.02,14452.74,257495.58,336088,154.93,34.91,621.97,811.81,414
2019,920570,TOTAL,3228050.0,439474.0,1140695.0,4808219,7797.23,1061.54,2755.31,11614.08,414
2019,920571,SALARIES,3183601.65,156651.09,1115099.82,4455351,4239.15,208.59,1484.82,5932.56,751
2019,920571,EMPLOYEE BENEFITS,1209838.47,57361.38,348719.34,1615918,1610.97,76.38,464.34,2151.69,751
2019,920571,PURCHASED SERVICES,114234.61,30760.96,143876.58,288870,152.11,40.96,191.58,384.65,751
2019,920571,SUPPLIES & MATERIALS,31076.38,72561.62,109938.89,213575,41.38,96.62,146.39,284.39,751
2019,920571,INSTRUCTIONAL EQUIP.,26277.49,563.25,232.81,27072,34.99,0.75,0.31,36.05,751
2019,920571,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,751
2019,920571,CENTRAL EXPENSE,116352.43,26217.41,467099.47,609668,154.93,34.91,621.97,811.81,751
2019,920571,TOTAL,4681378.0,344113.0,2184963.0,7210454,6233.53,458.21,2909.41,9601.15,751
2019,920572,SALARIES,2396770.0,122223.7,811390.75,3330383,5386.0,274.66,1823.35,7484.01,445
2019,920572,EMPLOYEE BENEFITS,913771.9,51531.0,242373.7,1207675,2053.42,115.8,544.66,2713.88,445
2019,920572,PURCHASED SERVICES,67688.95,18227.2,86895.15,172810,152.11,40.96,195.27,388.34,445
2019,920572,SUPPLIES & MATERIALS,19259.6,42995.9,67782.4,130036,43.28,96.62,152.32,292.22,445
2019,920572,INSTRUCTIONAL EQUIP.,15570.55,333.75,137.95,16040,34.99,0.75,0.31,36.05,445
2019,920572,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,445
2019,920572,CENTRAL EXPENSE,68943.85,15534.95,276776.65,361253,154.93,34.91,621.97,811.81,445
2019,920572,TOTAL,3482001.0,250843.0,1485353.0,5218197,7824.73,563.7,3337.88,11726.31,445
2019,920576,SALARIES,2193644.31,142234.95,545889.63,2881767,5113.39,331.55,1272.47,6717.41,429
2019,920576,EMPLOYEE BENEFITS,821861.04,65032.11,169133.25,1056026,1915.76,151.59,394.25,2461.6,429
2019,920576,PURCHASED SERVICES,65255.19,17571.84,86786.7,169612,152.11,40.96,202.3,395.37,429
2019,920576,SUPPLIES & MATERIALS,18648.63,41449.98,58176.69,118273,43.47,96.62,135.61,275.7,429
2019,920576,INSTRUCTIONAL EQUIP.,15010.71,321.75,132.99,15463,34.99,0.75,0.31,36.05,429
2019,920576,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,429
2019,920576,CENTRAL EXPENSE,66464.97,14976.39,266825.13,348265,154.93,34.91,621.97,811.81,429
2019,920576,TOTAL,3180882.0,281583.0,1126941.0,4589406,7414.65,656.38,2626.91,10697.94,429
2019,920580,SALARIES,2450704.63,263306.12,798593.4,3512603,4203.61,451.64,1369.8,6025.05,583
2019,920580,EMPLOYEE BENEFITS,925949.75,99955.35,246836.37,1272740,1588.25,171.45,423.39,2183.09,583
2019,920580,PURCHASED SERVICES,88680.13,32065.0,113020.38,233765,152.11,55.0,193.86,400.97,583
2019,920580,SUPPLIES & MATERIALS,24713.37,56463.55,72507.71,153683,42.39,96.85,124.37,263.61,583
2019,920580,INSTRUCTIONAL EQUIP.,20399.17,437.25,180.73,21016,34.99,0.75,0.31,36.05,583
2019,920580,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,583
2019,920580,CENTRAL EXPENSE,90324.19,20352.53,362608.51,473284,154.93,34.91,621.97,811.81,583
2019,920580,TOTAL,3600769.0,472578.0,1593744.0,5667091,6176.28,810.6,2733.7,9720.58,583
2019,920581,SALARIES,1652134.77,132851.07,1034004.42,2818989,4477.33,360.03,2802.18,7639.54,369
2019,920581,EMPLOYEE BENEFITS,586702.62,63191.25,344472.57,994365,1589.98,171.25,933.53,2694.76,369
2019,920581,PURCHASED SERVICES,78633.9,15114.24,74150.55,167897,213.1,40.96,200.95,455.01,369
2019,920581,SUPPLIES & MATERIALS,115644.6,35652.78,57678.39,208974,313.4,96.62,156.31,566.33,369
2019,920581,INSTRUCTIONAL EQUIP.,12911.31,276.75,114.39,13301,34.99,0.75,0.31,36.05,369
2019,920581,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,369
2019,920581,CENTRAL EXPENSE,57169.17,12881.79,229506.93,299556,154.93,34.91,621.97,811.81,369
2019,920581,TOTAL,2503193.0,259965.0,1739924.0,4503082,6783.73,704.52,4715.25,12203.5,369
2019,920582,SALARIES,1292986.86,11220.55,360504.76,1664710,5110.62,44.35,1424.92,6579.89,253
2019,920582,EMPLOYEE BENEFITS,471374.42,3612.84,104175.28,579161,1863.14,14.28,411.76,2289.18,253
2019,920582,PURCHASED SERVICES,42076.43,10362.88,51343.82,103781,166.31,40.96,202.94,410.21,253
2019,920582,SUPPLIES & MATERIALS,103100.03,24444.86,36055.03,163599,407.51,96.62,142.51,646.64,253
2019,920582,INSTRUCTIONAL EQUIP.,8852.47,189.75,78.43,9119,34.99,0.75,0.31,36.05,253
2019,920582,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,253
2019,920582,CENTRAL EXPENSE,39197.29,8832.23,157358.41,205387,154.93,34.91,621.97,811.81,253
2019,920582,TOTAL,1957585.0,58659.0,709513.0,2725757,7737.5,231.87,2804.41,10773.78,253
2019,920583,SALARIES,1279155.0,14103.3,386548.08,1679806,4022.5,44.35,1215.56,5282.41,318
2019,920583,EMPLOYEE BENEFITS,441635.22,4541.04,112088.64,558264,1388.79,14.28,352.48,1755.55,318
2019,920583,PURCHASED SERVICES,108126.36,13025.28,67028.04,188179,340.02,40.96,210.78,591.76,318
2019,920583,SUPPLIES & MATERIALS,135843.24,30725.16,36706.74,203274,427.18,96.62,115.43,639.23,318
2019,920583,INSTRUCTIONAL EQUIP.,11126.82,238.5,98.58,11462,34.99,0.75,0.31,36.05,318
2019,920583,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,318
2019,920583,CENTRAL EXPENSE,49267.74,11101.38,197786.46,258154,154.93,34.91,621.97,811.81,318
2019,920583,TOTAL,2025152.0,73733.0,800254.0,2899139,6368.41,231.87,2516.53,9116.81,318
2019,920584,SALARIES,2094785.42,265852.86,536326.0,2896963,5159.57,654.81,1321.0,7135.38,406
2019,920584,EMPLOYEE BENEFITS,808516.52,115153.78,169086.82,1092755,1991.42,283.63,416.47,2691.52,406
2019,920584,PURCHASED SERVICES,61756.66,17567.62,82235.3,161558,152.11,43.27,202.55,397.93,406
2019,920584,SUPPLIES & MATERIALS,16215.64,43998.22,53186.0,113399,39.94,108.37,131.0,279.31,406
2019,920584,INSTRUCTIONAL EQUIP.,14205.94,304.5,125.86,14634,34.99,0.75,0.31,36.05,406
2019,920584,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,406
2019,920584,CENTRAL EXPENSE,62901.58,14173.46,252519.82,329593,154.93,34.91,621.97,811.81,406
2019,920584,TOTAL,3058378.0,457047.0,1093477.0,4608902,7532.96,1125.74,2693.3,11352.0,406
2019,920585,SALARIES,1545124.07,51258.69,487463.9,2083845,5965.73,197.91,1882.1,8045.74,259
2019,920585,EMPLOYEE BENEFITS,573853.35,18733.47,149852.22,742438,2215.65,72.33,578.58,2866.56,259
2019,920585,PURCHASED SERVICES,77878.71,10608.64,52760.89,141246,300.69,40.96,203.71,545.36,259
2019,920585,SUPPLIES & MATERIALS,45594.36,25024.58,29230.74,99848,176.04,96.62,112.86,385.52,259
2019,920585,INSTRUCTIONAL EQUIP.,9062.41,194.25,80.29,9336,34.99,0.75,0.31,36.05,259
2019,920585,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,259
2019,920585,CENTRAL EXPENSE,40126.87,9041.69,161090.23,210257,154.93,34.91,621.97,811.81,259
2019,920585,TOTAL,2291637.0,114858.0,880475.0,3286970,8848.03,443.48,3399.53,12691.04,259
2019,920586,SALARIES,1618149.82,14280.7,712425.0,2344854,5025.31,44.35,2212.5,7282.16,322
2019,920586,EMPLOYEE BENEFITS,602870.94,4598.16,219845.5,827313,1872.27,14.28,682.75,2569.3,322
2019,920586,PURCHASED SERVICES,87107.44,13189.12,70115.5,170411,270.52,40.96,217.75,529.23,322
2019,920586,SUPPLIES & MATERIALS,63810.74,31111.64,43750.14,138671,198.17,96.62,135.87,430.66,322
2019,920586,INSTRUCTIONAL EQUIP.,11266.78,241.5,99.82,11606,34.99,0.75,0.31,36.05,322
2019,920586,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,322
2019,920586,CENTRAL EXPENSE,49887.46,11241.02,200274.34,261402,154.93,34.91,621.97,811.81,322
2019,920586,TOTAL,2433089.0,74660.0,1246508.0,3754257,7556.19,231.87,3871.15,11659.21,322
2019,920588,SALARIES,7582368.0,337006.8,2963840.4,10883214,3325.6,147.81,1299.93,4773.34,2280
2019,920588,EMPLOYEE BENEFITS,2840994.0,122162.4,928279.2,3891435,1246.05,53.58,407.14,1706.77,2280
2019,920588,PURCHASED SERVICES,349022.4,93388.8,458074.8,900484,153.08,40.96,200.91,394.95,2280
2019,920588,SUPPLIES & MATERIALS,116850.0,220293.6,320248.8,657391,51.25,96.62,140.46,288.33,2280
2019,920588,INSTRUCTIONAL EQUIP.,79777.2,1710.0,706.8,82193,34.99,0.75,0.31,36.05,2280
2019,920588,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2280
2019,920588,CENTRAL EXPENSE,353240.4,79594.8,1418091.6,1850925,154.93,34.91,621.97,811.81,2280
2019,920588,TOTAL,11322251.0,854153.0,6089238.0,18265642,4965.9,374.63,2670.72,8011.25,2280
2019,920592,SALARIES,4273404.87,194212.32,1668272.28,6135888,3552.29,161.44,1386.76,5100.49,1203
2019,920592,EMPLOYEE BENEFITS,1650419.76,82489.71,546751.47,2279659,1371.92,68.57,454.49,1894.98,1203
2019,920592,PURCHASED SERVICES,182988.33,49274.88,244233.06,476495,152.11,40.96,203.02,396.09,1203
2019,920592,SUPPLIES & MATERIALS,52041.78,116233.86,172786.89,341060,43.26,96.62,143.63,283.51,1203
2019,920592,INSTRUCTIONAL EQUIP.,42092.97,902.25,372.93,43366,34.99,0.75,0.31,36.05,1203
2019,920592,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1203
2019,920592,CENTRAL EXPENSE,186380.79,41996.73,748229.91,976605,154.93,34.91,621.97,811.81,1203
2019,920592,TOTAL,6387324.0,485106.0,3380643.0,10253073,5309.5,403.25,2810.18,8522.93,1203
2019,920593,SALARIES,3085145.6,289107.2,785862.4,4160114,4820.54,451.73,1227.91,6500.18,640
2019,920593,EMPLOYEE BENEFITS,1141747.2,104025.6,245248.0,1491020,1783.98,162.54,383.2,2329.72,640
2019,920593,PURCHASED SERVICES,97350.4,26457.6,121779.2,245586,152.11,41.34,190.28,383.73,640
2019,920593,SUPPLIES & MATERIALS,26732.8,80121.6,96467.2,203320,41.77,125.19,150.73,317.69,640
2019,920593,INSTRUCTIONAL EQUIP.,22393.6,480.0,198.4,23071,34.99,0.75,0.31,36.05,640
2019,920593,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,640
2019,920593,CENTRAL EXPENSE,99155.2,22342.4,398060.8,519557,154.93,34.91,621.97,811.81,640
2019,920593,TOTAL,4472522.0,522532.0,1647614.0,6642668,6988.32,816.46,2574.4,10379.18,640
2019,920594,SALARIES,3566819.95,101812.55,1226325.05,4894956,3734.89,106.61,1284.11,5125.61,955
2019,920594,EMPLOYEE BENEFITS,1341622.2,39756.65,381446.1,1762824,1404.84,41.63,399.42,1845.89,955
2019,920594,PURCHASED SERVICES,145265.05,39116.8,195326.15,379707,152.11,40.96,204.53,397.6,955
2019,920594,SUPPLIES & MATERIALS,42889.05,92272.1,137262.15,272423,44.91,96.62,143.73,285.26,955
2019,920594,INSTRUCTIONAL EQUIP.,33415.45,716.25,296.05,34427,34.99,0.75,0.31,36.05,955
2019,920594,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,955
2019,920594,CENTRAL EXPENSE,147958.15,33339.05,593981.35,775278,154.93,34.91,621.97,811.81,955
2019,920594,TOTAL,5277968.0,307011.0,2534636.0,8119615,5526.67,321.48,2654.07,8502.22,955
2019,920595,SALARIES,6960935.52,211078.56,2487130.8,9659143,3766.74,114.22,1345.85,5226.81,1848
2019,920595,EMPLOYEE BENEFITS,2633178.24,90792.24,762503.28,3486473,1424.88,49.13,412.61,1886.62,1848
2019,920595,PURCHASED SERVICES,283316.88,75694.08,383681.76,742691,153.31,40.96,207.62,401.89,1848
2019,920595,SUPPLIES & MATERIALS,91919.52,178553.76,245451.36,515923,49.74,96.62,132.82,279.18,1848
2019,920595,INSTRUCTIONAL EQUIP.,64661.52,1386.0,572.88,66619,34.99,0.75,0.31,36.05,1848
2019,920595,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1848
2019,920595,CENTRAL EXPENSE,286310.64,64513.68,1149400.56,1500223,154.93,34.91,621.97,811.81,1848
2019,920595,TOTAL,10320319.0,622016.0,5028737.0,15971072,5584.59,336.59,2721.18,8642.36,1848
2019,920596,SALARIES,2645135.55,133066.8,1030934.7,3809135,4766.01,239.76,1857.54,6863.31,555
2019,920596,EMPLOYEE BENEFITS,1008185.25,56804.25,330591.3,1395580,1816.55,102.35,595.66,2514.56,555
2019,920596,PURCHASED SERVICES,84421.05,22732.8,112626.15,219779,152.11,40.96,202.93,396.0,555
2019,920596,SUPPLIES & MATERIALS,23587.5,53624.1,72788.25,149999,42.5,96.62,131.15,270.27,555
2019,920596,INSTRUCTIONAL EQUIP.,19419.45,416.25,172.05,20007,34.99,0.75,0.31,36.05,555
2019,920596,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,555
2019,920596,CENTRAL EXPENSE,85986.15,19375.05,345193.35,450554,154.93,34.91,621.97,811.81,555
2019,920596,TOTAL,3866733.0,286017.0,1892304.0,6045054,6967.09,515.35,3409.56,10892.0,555
2019,920597,SALARIES,2211443.7,583944.84,687832.62,3483219,4440.65,1172.58,1381.19,6994.42,498
2019,920597,EMPLOYEE BENEFITS,843716.58,234428.52,228845.94,1306989,1694.21,470.74,459.53,2624.48,498
2019,920597,PURCHASED SERVICES,75750.78,26737.62,101447.58,203934,152.11,53.69,203.71,409.51,498
2019,920597,SUPPLIES & MATERIALS,20851.26,70870.38,62030.88,153751,41.87,142.31,124.56,308.74,498
2019,920597,INSTRUCTIONAL EQUIP.,17425.02,373.5,154.38,17952,34.99,0.75,0.31,36.05,498
2019,920597,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,498
2019,920597,CENTRAL EXPENSE,77155.14,17385.18,309741.06,404281,154.93,34.91,621.97,811.81,498
2019,920597,TOTAL,3246340.0,933737.0,1390049.0,5570126,6518.76,1874.98,2791.27,11185.01,498
2019,920598,SALARIES,3428649.88,204505.9,1146939.06,4780093,3959.18,236.15,1324.41,5519.74,866
2019,920598,EMPLOYEE BENEFITS,1258583.78,60914.44,368093.3,1687590,1453.33,70.34,425.05,1948.72,866
2019,920598,PURCHASED SERVICES,131727.26,35471.36,170203.64,337401,152.11,40.96,196.54,389.61,866
2019,920598,SUPPLIES & MATERIALS,35861.06,83672.92,120296.06,239829,41.41,96.62,138.91,276.94,866
2019,920598,INSTRUCTIONAL EQUIP.,30301.34,649.5,268.46,31218,34.99,0.75,0.31,36.05,866
2019,920598,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,866
2019,920598,CENTRAL EXPENSE,134169.38,30232.06,538626.02,703027,154.93,34.91,621.97,811.81,866
2019,920598,TOTAL,5019290.0,415443.0,2344425.0,7779158,5795.95,479.73,2707.19,8982.87,866
2019,920599,SALARIES,2540368.78,545534.44,734482.27,3820384,4464.62,958.76,1290.83,6714.21,569
2019,920599,EMPLOYEE BENEFITS,961877.43,217796.13,245142.27,1424815,1690.47,382.77,430.83,2504.07,569
2019,920599,PURCHASED SERVICES,113020.47,28990.55,102220.85,244230,198.63,50.95,179.65,429.23,569
2019,920599,SUPPLIES & MATERIALS,63067.96,73258.75,69053.84,205378,110.84,128.75,121.36,360.95,569
2019,920599,INSTRUCTIONAL EQUIP.,19909.31,426.75,176.39,20511,34.99,0.75,0.31,36.05,569
2019,920599,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,569
2019,920599,CENTRAL EXPENSE,88155.17,19863.79,353900.93,461918,154.93,34.91,621.97,811.81,569
2019,920599,TOTAL,3786396.0,885867.0,1504973.0,6177236,6654.48,1556.89,2644.95,10856.32,569
2019,920600,SALARIES,2425851.89,165998.36,817826.79,3409675,4692.17,321.08,1581.87,6595.12,517
2019,920600,EMPLOYEE BENEFITS,946807.95,71232.26,265370.93,1283409,1831.35,137.78,513.29,2482.42,517
2019,920600,PURCHASED SERVICES,78640.87,22437.8,104227.2,205304,152.11,43.4,201.6,397.11,517
2019,920600,SUPPLIES & MATERIALS,21667.47,51824.08,84177.94,157668,41.91,100.24,162.82,304.97,517
2019,920600,INSTRUCTIONAL EQUIP.,18089.83,387.75,160.27,18636,34.99,0.75,0.31,36.05,517
2019,920600,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,517
2019,920600,CENTRAL EXPENSE,80098.81,18048.47,321558.49,419704,154.93,34.91,621.97,811.81,517
2019,920600,TOTAL,3571152.0,329926.0,1593318.0,5494396,6907.46,638.16,3081.86,10627.48,517
2019,920601,SALARIES,3746816.58,167124.36,863291.1,4777231,4191.07,186.94,965.65,5343.66,894
2019,920601,EMPLOYEE BENEFITS,1420324.62,71600.46,273537.18,1765461,1588.73,80.09,305.97,1974.79,894
2019,920601,PURCHASED SERVICES,135986.34,36618.24,185013.3,357617,152.11,40.96,206.95,400.02,894
2019,920601,SUPPLIES & MATERIALS,96900.66,86378.28,127251.96,310529,108.39,96.62,142.34,347.35,894
2019,920601,INSTRUCTIONAL EQUIP.,31281.06,670.5,277.14,32228,34.99,0.75,0.31,36.05,894
2019,920601,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,894
2019,920601,CENTRAL EXPENSE,138507.42,31209.54,556041.18,725757,154.93,34.91,621.97,811.81,894
2019,920601,TOTAL,5569814.0,393599.0,2005410.0,7968823,6230.22,440.27,2243.19,8913.68,894
2019,920604,SALARIES,3962389.2,126935.16,1266201.42,5355525,3245.2,103.96,1037.02,4386.18,1221
2019,920604,EMPLOYEE BENEFITS,1511011.92,56727.66,387862.86,1955600,1237.52,46.46,317.66,1601.64,1221
2019,920604,PURCHASED SERVICES,185726.31,50012.16,241965.57,477703,152.11,40.96,198.17,391.24,1221
2019,920604,SUPPLIES & MATERIALS,54481.02,117973.02,171611.55,344065,44.62,96.62,140.55,281.79,1221
2019,920604,INSTRUCTIONAL EQUIP.,42722.79,915.75,378.51,44015,34.99,0.75,0.31,36.05,1221
2019,920604,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1221
2019,920604,CENTRAL EXPENSE,189169.53,42625.11,759425.37,991219,154.93,34.91,621.97,811.81,1221
2019,920604,TOTAL,5945498.0,395187.0,2827442.0,9168127,4869.37,323.66,2315.68,7508.71,1221
2019,920606,SALARIES,3257884.4,148851.2,1189197.58,4595932,4062.2,185.6,1482.79,5730.59,802
2019,920606,EMPLOYEE BENEFITS,1254207.7,63061.26,370949.06,1688217,1563.85,78.63,462.53,2105.01,802
2019,920606,PURCHASED SERVICES,121992.22,32849.92,152003.06,306844,152.11,40.96,189.53,382.6,802
2019,920606,SUPPLIES & MATERIALS,33258.94,77489.24,111109.08,221856,41.47,96.62,138.54,276.63,802
2019,920606,INSTRUCTIONAL EQUIP.,28061.98,601.5,248.62,28910,34.99,0.75,0.31,36.05,802
2019,920606,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,802
2019,920606,CENTRAL EXPENSE,124253.86,27997.82,498819.94,651069,154.93,34.91,621.97,811.81,802
2019,920606,TOTAL,4819655.0,350848.0,2322325.0,7492828,6009.55,437.47,2895.67,9342.69,802
2019,920607,SALARIES,4230566.39,335947.26,1835191.33,6401704,3582.19,284.46,1553.93,5420.58,1181
2019,920607,EMPLOYEE BENEFITS,1579670.17,137338.49,576398.86,2293406,1337.57,116.29,488.06,1941.92,1181
2019,920607,PURCHASED SERVICES,179641.91,48373.76,232680.62,460694,152.11,40.96,197.02,390.09,1181
2019,920607,SUPPLIES & MATERIALS,53747.31,114108.22,166863.49,334718,45.51,96.62,141.29,283.42,1181
2019,920607,INSTRUCTIONAL EQUIP.,41323.19,885.75,366.11,42574,34.99,0.75,0.31,36.05,1181
2019,920607,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1181
2019,920607,CENTRAL EXPENSE,182972.33,41228.71,734546.57,958746,154.93,34.91,621.97,811.81,1181
2019,920607,TOTAL,6267919.0,677879.0,3546044.0,10491842,5307.3,573.99,3002.58,8883.87,1181
2019,920608,SALARIES,3123761.2,106007.02,1424839.22,4654607,3657.8,124.13,1668.43,5450.36,854
2019,920608,EMPLOYEE BENEFITS,1197999.74,53041.94,456770.44,1707810,1402.81,62.11,534.86,1999.78,854
2019,920608,PURCHASED SERVICES,129901.94,34979.84,177128.14,342008,152.11,40.96,207.41,400.48,854
2019,920608,SUPPLIES & MATERIALS,38711.82,82513.48,125503.84,246727,45.33,96.62,146.96,288.91,854
2019,920608,INSTRUCTIONAL EQUIP.,29881.46,640.5,264.74,30785,34.99,0.75,0.31,36.05,854
2019,920608,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,854
2019,920608,CENTRAL EXPENSE,132310.22,29813.14,531162.38,693285,154.93,34.91,621.97,811.81,854
2019,920608,TOTAL,4652563.0,306993.0,2715666.0,7675222,5447.97,359.48,3179.94,8987.39,854
2019,920614,SALARIES,2279566.54,70584.57,855792.26,3205942,3682.66,114.03,1382.54,5179.23,619
2019,920614,EMPLOYEE BENEFITS,853885.74,24023.39,280710.31,1158618,1379.46,38.81,453.49,1871.76,619
2019,920614,PURCHASED SERVICES,94156.09,25354.24,114292.16,233802,152.11,40.96,184.64,377.71,619
2019,920614,SUPPLIES & MATERIALS,26035.14,59807.78,85991.48,171833,42.06,96.62,138.92,277.6,619
2019,920614,INSTRUCTIONAL EQUIP.,21658.81,464.25,191.89,22313,34.99,0.75,0.31,36.05,619
2019,920614,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,619
2019,920614,CENTRAL EXPENSE,95901.67,21609.29,384999.43,502509,154.93,34.91,621.97,811.81,619
2019,920614,TOTAL,3371201.0,201841.0,1721975.0,5295017,5446.21,326.08,2781.87,8554.16,619
2019,920616,SALARIES,2943700.83,605165.94,675522.45,4224387,4770.99,980.82,1094.85,6846.66,617
2019,920616,EMPLOYEE BENEFITS,1118059.53,236625.67,213506.68,1568190,1812.09,383.51,346.04,2541.64,617
2019,920616,PURCHASED SERVICES,105648.91,29517.28,118007.42,253172,171.23,47.84,191.26,410.33,617
2019,920616,SUPPLIES & MATERIALS,72812.17,95832.44,89452.66,258096,118.01,155.32,144.98,418.31,617
2019,920616,INSTRUCTIONAL EQUIP.,21588.83,462.75,191.27,22241,34.99,0.75,0.31,36.05,617
2019,920616,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,617
2019,920616,CENTRAL EXPENSE,95591.81,21539.47,383755.49,500885,154.93,34.91,621.97,811.81,617
2019,920616,TOTAL,4357398.0,989140.0,1480433.0,6826971,7062.24,1603.15,2399.41,11064.8,617
2019,920618,SALARIES,2838534.16,388781.08,908001.28,4135316,4353.58,596.29,1392.64,6342.51,652
2019,920618,EMPLOYEE BENEFITS,1041172.28,142911.88,283691.72,1467774,1596.89,219.19,435.11,2251.19,652
2019,920618,PURCHASED SERVICES,99175.72,36577.2,130347.84,266099,152.11,56.1,199.92,408.13,652
2019,920618,SUPPLIES & MATERIALS,27077.56,88293.84,91677.72,207047,41.53,135.42,140.61,317.56,652
2019,920618,INSTRUCTIONAL EQUIP.,22813.48,489.0,202.12,23504,34.99,0.75,0.31,36.05,652
2019,920618,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,652
2019,920618,CENTRAL EXPENSE,101014.36,22761.32,405524.44,529299,154.93,34.91,621.97,811.81,652
2019,920618,TOTAL,4129785.0,679812.0,1819442.0,6629039,6334.03,1042.66,2790.56,10167.25,652
2019,920620,SALARIES,1764195.0,124908.75,806546.25,2695649,4704.52,333.09,2150.79,7188.4,375
2019,920620,EMPLOYEE BENEFITS,647167.5,50208.75,274901.25,972276,1725.78,133.89,733.07,2592.74,375
2019,920620,PURCHASED SERVICES,57041.25,15360.0,75588.75,147989,152.11,40.96,201.57,394.64,375
2019,920620,SUPPLIES & MATERIALS,16522.5,36232.5,49188.75,101942,44.06,96.62,131.17,271.85,375
2019,920620,INSTRUCTIONAL EQUIP.,13121.25,281.25,116.25,13518,34.99,0.75,0.31,36.05,375
2019,920620,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375
2019,920620,CENTRAL EXPENSE,58098.75,13091.25,233238.75,304427,154.93,34.91,621.97,811.81,375
2019,920620,TOTAL,2556144.0,240080.0,1439577.0,4235801,6816.39,640.22,3838.88,11295.49,375
2019,920624,SALARIES,3618954.86,219203.94,966431.94,4804588,4242.62,256.98,1132.98,5632.58,853
2019,920624,EMPLOYEE BENEFITS,1385724.09,83841.37,299027.68,1768592,1624.53,98.29,350.56,2073.38,853
2019,920624,PURCHASED SERVICES,129749.83,34938.88,158018.25,322705,152.11,40.96,185.25,378.32,853
2019,920624,SUPPLIES & MATERIALS,35348.32,82416.86,129766.89,247530,41.44,96.62,152.13,290.19,853
2019,920624,INSTRUCTIONAL EQUIP.,29846.47,639.75,264.43,30749,34.99,0.75,0.31,36.05,853
2019,920624,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,853
2019,920624,CENTRAL EXPENSE,132155.29,29778.23,530540.41,692473,154.93,34.91,621.97,811.81,853
2019,920624,TOTAL,5331776.0,450815.0,2084046.0,7866637,6250.62,528.51,2443.2,9222.33,853
