agency_code,category_code,agency_level,lea_code,designation_type,name,county,street_addr,stree_addr2,city,state,zip,phone,grade_span,school_type,calendar_type,url,super_name,title_I,esea,stem
700306,E,SCH,700LEA,P,"Central Elementary, Elizabeth City",Pasquotank,1059 US Hwy 17,,Elizabeth City,NC,27909.0,252-335-4305,KG:05,Regular School,Traditional Calendar,http://www.ecpps.k12.nc.us/central-elementary,,Y,,
700308,M,SCH,700LEA,P,Elizabeth City Middle,Pasquotank,1066 Northside Road,,Elizabeth City,NC,27909.0,252-335-2974,06:08,Regular School,Traditional Calendar,http://www.ecpps.k12.nc.us/elizabeth-city-middle-school,,Y,,
700310,T,SCH,700LEA,P,H L Trigg Community,Pasquotank,1004 Parkview Drive,,Elizabeth City,NC,27909.0,252-335-1765,06:12,Alternative Education,Traditional Calendar,http://www.ecpps.k12.nc.us/hl-trigg-community-school,,,,
700314,E,SCH,700LEA,P,"Northside Elementary, Elizabeth City",Pasquotank,1062 Northside Rd,,Elizabeth City,NC,27909.0,252-335-2033,KG:05,Regular School,Traditional Calendar,http://www.ecpps.k12.nc.us/pages/Northside_E_S,,Y,,
700316,E,SCH,700LEA,P,J C Sawyer Elementary,Pasquotank,1007 Park St,,Elizabeth City,NC,27909.0,252-338-1012,KG:05,Regular School,Traditional Calendar,http://www.ecpps.k12.nc.us/jc-sawyer-elementary,,Y,,
700317,H,SCH,700LEA,P,Northeastern High,Pasquotank,963 Oak Stump Rd,,Elizabeth City,NC,27909.0,252-335-2932,09:12,Regular School,Traditional Calendar,http://www.ecpps.k12.nc.us/northeastern-high-school,,,,
700318,E,SCH,700LEA,P,Pasquotank Elementary,Pasquotank,1407 Peartree Rd,,Elizabeth City,NC,27909.0,252-335-4205,KG:05,Regular School,Traditional Calendar,http://www.ecpps.k12.nc.us/pasquotank-elementary,,Y,,
700319,H,SCH,700LEA,P,Pasquotank County High,Pasquotank,1064 Northside Road,,Elizabeth City,NC,27909.0,252-337-6880,09:12,Regular School,Traditional Calendar,http://www.ecpps.k12.nc.us/pasquotank-county-high-school,,,,
700320,E,SCH,700LEA,P,P W Moore Elementary,Pasquotank,606 Roanoke Ave,,Elizabeth City,NC,27909.0,252-338-5000,KG:05,Regular School,Traditional Calendar,http://www.ecpps.k12.nc.us/pw-moore-elementary,,Y,,
700322,M,SCH,700LEA,P,River Road Middle,Pasquotank,1701 River Road,,Elizabeth City,NC,27909.0,252-333-1454,06:08,Regular School,Traditional Calendar,http://www.ecpps.k12.nc.us/river-road-middle-school,,Y,,
700324,E,SCH,700LEA,P,Sheep-Harney Elementary,Pasquotank,200 W Elizabeth St,,Elizabeth City,NC,27909.0,252-335-4303,PK:05,Regular School,Traditional Calendar,http://www.ecpps.k12.nc.us/sheep-harney-elementary,,Y,,
700325,H,SCH,700LEA,P,Elizabeth City Pasquotank Early College,Pasquotank,1208 N Road St,,Elizabeth City,NC,27909.0,252-335-0821,09:09,Regular School,Traditional Calendar,http://www.ecpps.k12.nc.us/elizabeth-city-pasquotank-early-college,,,,
700328,E,SCH,700LEA,P,Weeksville Elementary,Pasquotank,1170 Salem Church Rd,,Elizabeth City,NC,27909.0,252-330-2606,KG:05,Regular School,Traditional Calendar,http://www.ecpps.k12.nc.us/weeksville-elementary,,Y,,
700LEA,,LEA,,P,Pasquotank County Schools,Pasquotank,1200 S Halstead Boulevard,,Elizabeth City,NC,27906.0,252-335-2981,,,,http://www.ecpps.k12.nc.us/,Joanne Sanders,,,
70A000,T,SCH,CH,C,Northeast Academy of Aerospace & AdvTech,Pasquotank,"ECSU ITC Bldg, 1810 Weeksvile Rd",,Elizabeth City,NC,27909.0,252-562-0653,07:11,Regular School,Traditional Calendar,http://www.northeastacademy.org/,Andrew Harris,Y,,
710312,E,SCH,710LEA,P,Burgaw Elementary,Pender,400 North Wright Street,,Burgaw,NC,28425.0,910-259-0145,PK:05,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/bes/,,Y,,
710316,I,SCH,710LEA,P,Burgaw Middle,Pender,500 South Wright Street,,Burgaw,NC,28425.0,910-259-0149,PK:08,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/bms/,,Y,,
710318,E,SCH,710LEA,P,Cape Fear Elementary,Pender,1882 NC Hwy 133,,Rocky Point,NC,28457.0,910-602-3767,KG:05,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/cfe/,,Y,,
710320,M,SCH,710LEA,P,Cape Fear Middle,Pender,1886 NC Hwy 133,,Rocky Point,NC,28457.0,910-602-3334,06:08,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/cfm/,,Y,,
710321,H,SCH,710LEA,P,Heide Trask High,Pender,14328 NC Hwy 210,,Rocky Point,NC,28457.0,910-602-6810,09:12,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/htshs/,,,,
710323,E,SCH,710LEA,P,North Topsail Elementary,Pender,1310 Sloop Point Loop Road,,Hampstead,NC,28443.0,910-270-0694,PK:05,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/nte/,,Y,,
710324,E,SCH,710LEA,P,Malpass Corner Elementary,Pender,4992 Malpass Corner Road,,Burgaw,NC,28425.0,910-283-5889,PK:05,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/mce/,,Y,,
710326,A,SCH,710LEA,P,Pender High,Pender,5380 NC Hwy 53 W,,Burgaw,NC,28425.0,910-259-0162,PK:12,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/phs/,,,,
710327,H,SCH,710LEA,P,Pender Early College High,Pender,100 East Industrial Drive,,Burgaw,NC,28425.0,910-362-7925,09:13,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/pechs/,,,,
710328,I,SCH,710LEA,P,Penderlea Elementary,Pender,82 Penderlea School Rd,,Willard,NC,28478.0,910-285-2761,KG:08,Regular School,Year-Round Calendar,https://sites.google.com/a/pender.k12.nc.us/ple/,,Y,,
710332,E,SCH,710LEA,P,Rocky Point Elementary,Pender,255 Elementary School Road,,Rocky Point,NC,28457.0,910-675-2309,PK:05,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/rpe/,,Y,,
710342,H,SCH,710LEA,P,Topsail High,Pender,245 St. Johns Church Road,,Hampstead,NC,28443.0,910-270-2755,09:12,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/ths/,,,,
710344,E,SCH,710LEA,P,Topsail Elementary,Pender,17385 US Hwy 17,,Hampstead,NC,28443.0,910-270-1977,PK:05,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/tes/,,,,
710346,M,SCH,710LEA,P,Topsail Middle,Pender,17445 US Hwy 17,,Hampstead,NC,28443.0,910-270-2612,06:08,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/tms/,,,,
710347,E,SCH,710LEA,P,South Topsail Elementary,Pender,997 Hoover Road,,Hampstead,NC,28443.0,910-270-2756,PK:05,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/ste/,,,,
710348,M,SCH,710LEA,P,West Pender Middle,Pender,10750 NC Hwy 53 West,,Burgaw,NC,28425.0,910-283-5626,06:08,Regular School,Traditional Calendar,https://sites.google.com/a/pender.k12.nc.us/wpm/,,Y,,
710LEA,,LEA,,P,Pender County Schools,Pender,925 Penderlea Hwy,,Burgaw,NC,28425.0,910-259-2187,,,,http://www.pendercountyschools.net,William Steven Hill,,,
720304,E,SCH,720LEA,P,Perquimans Central,Perquimans,181 Winfall Blvd,,Winfall,NC,27985.0,252-426-5332,PK:02,Regular School,Traditional Calendar,https://sites.google.com/a/pcs.k12.nc.us/perquimans-central-school/home,,Y,,
720312,E,SCH,720LEA,P,Hertford Grammar,Perquimans,603 Dobbs Street,,Hertford,NC,27944.0,252-426-7166,03:05,Regular School,Traditional Calendar,http://www.hertfordgrammar.org/index.html,,Y,,
720316,H,SCH,720LEA,P,Perquimans County High,Perquimans,305 Edenton Road St,,Hertford,NC,27944.0,252-426-5778,09:12,Regular School,Traditional Calendar,https://sites.google.com/a/pcs.k12.nc.us/pchs/,,,,
720320,M,SCH,720LEA,P,Perquimans County Middle,Perquimans,312 W Main Street,,Winfall,NC,27985.0,252-426-7355,06:08,Regular School,Traditional Calendar,https://sites.google.com/a/pcs.k12.nc.us/pcms/,,Y,,
720LEA,,LEA,,P,Perquimans County Schools,Perquimans,411 Edenton Road Street,,Hertford,NC,27944.0,252-426-5741,,,,www.pqschools.org,Matthew F Cheeseman,,,
730332,E,SCH,730LEA,P,Helena Elementary,Person,355 Helena Moriah Rd,,Timberlake,NC,27583.0,336-364-7715,KG:05,Regular School,Traditional Calendar,https://www.pcsnc.org/Domain/10,,,,
730334,E,SCH,730LEA,P,"North Elementary, Roxboro",Person,260 Henderson Rd,,Roxboro,NC,27573.0,336-599-7262,KG:05,Regular School,Traditional Calendar,https://www.pcsnc.org/Domain/11,,Y,,
730340,E,SCH,730LEA,P,North End Elementary,Person,378 Mill Creek Rd,,Roxboro,NC,27574.0,336-599-3313,KG:05,Regular School,Traditional Calendar,https://www.pcsnc.org/Domain/12,,Y,,
730344,M,SCH,730LEA,P,Northern Middle,Person,1935 Carver Dr,,Roxboro,NC,27574.0,336-599-6344,06:08,Regular School,Traditional Calendar,https://www.pcsnc.org/Domain/17,,,,
730348,E,SCH,730LEA,P,Oak Lane Elementary,Person,2076 Jim Morton Rd,,Hurdle Mills,NC,27541.0,336-364-2204,KG:05,Regular School,Traditional Calendar,https://www.pcsnc.org/Domain/13,,,,
730350,H,SCH,730LEA,P,Person Early College Innovation & Ldrshp,Person,1715 College Dr,,Roxboro,NC,27573.0,336-322-2275,09:10,Regular School,Traditional Calendar,https://www.pcsnc.org/Domain/19,,,,
730352,H,SCH,730LEA,P,Person High,Person,1010 Ridge Rd,,Roxboro,NC,27573.0,336-599-8321,09:12,Regular School,Traditional Calendar,https://www.pcsnc.org/Domain/20,,,,
730354,E,SCH,730LEA,P,Stories Creek Elementary,Person,133 Stories Creek School Road,,Roxboro,NC,27574.0,336-503-8071,KG:05,Regular School,Traditional Calendar,https://www.pcsnc.org/Domain/15,,Y,,
730356,E,SCH,730LEA,P,"South Elementary, Roxboro",Person,1333 Hurdle Mills Rd,,Roxboro,NC,27573.0,336-599-7133,PK:05,Regular School,Traditional Calendar,https://www.pcsnc.org/Domain/14,,Y,,
730360,M,SCH,730LEA,P,"Southern Middle, Roxboro",Person,209 Southern Middle Sch Rd,,Roxboro,NC,27573.0,336-599-6995,06:08,Regular School,Traditional Calendar,https://www.pcsnc.org/Domain/18,,,,
730368,E,SCH,730LEA,P,Woodland Elementary,Person,7391 Semora Rd,,Semora,NC,27343.0,336-599-7442,KG:05,Regular School,Traditional Calendar,https://www.pcsnc.org/Domain/16,,,,
730LEA,,LEA,,P,Person County Schools,Person,304 S Morgan St Rm 25,,Roxboro,NC,27573.0,336-599-2191,,,,https://www.pcsnc.org,Rodney Peterson,,,
73A000,E,SCH,CH,C,Bethel Hill Charter,Person,401 Bethel Hill School Road,,Roxboro,NC,27574.0,336-599-2823,KG:05,Regular School,Traditional Calendar,http://bethelhill.net,Stephen Lanier Hester,Y,,
73B000,T,SCH,CH,C,Roxboro Community School,Person,115 Lake Drive,,Roxboro,NC,27573.0,336-597-0020,06:12,Regular School,Traditional Calendar,http://www.roxborocommunityschool.org,David R Ebert,,,
740302,M,SCH,740LEA,P,A G Cox Middle,Pitt,2657 Church Street,,Winterville,NC,28590.0,252-756-3105,06:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740304,E,SCH,740LEA,P,Ayden Elementary,Pitt,187 Third Street,,Ayden,NC,28513.0,252-746-2121,PK:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740308,M,SCH,740LEA,P,Ayden Middle,Pitt,192 Third St,,Ayden,NC,28513.0,252-746-3672,06:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740309,H,SCH,740LEA,P,Ayden-Grifton High,Pitt,7653 NC 11 South,,Ayden,NC,28513.0,252-746-4183,09:12,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,,,
740310,E,SCH,740LEA,P,Belvoir Elementary,Pitt,2568 NC 33 West,,Greenville,NC,27834.0,252-752-6365,PK:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740320,I,SCH,740LEA,P,"Bethel Elementary, Bethel",Pitt,152 E. Washington Street,,Bethel,NC,27812.0,252-825-3801,PK:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740324,M,SCH,740LEA,P,C M Eppes Middle,Pitt,1100 South Elm Street,,Greenville,NC,27858.0,252-757-2160,06:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740330,E,SCH,740LEA,P,"Creekside Elementary, Winterville",Pitt,431 Forlines Road,,Winterville,NC,28590.0,252-353-5253,PK:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740332,I,SCH,740LEA,P,Chicod,Pitt,3833 Stokestown-St. John Road,,Greenville,NC,27858.0,252-746-6742,PK:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740333,H,SCH,740LEA,P,D H Conley High,Pitt,2006 Worthington Rd,,Greenville,NC,27858.0,252-756-3440,09:12,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,,,
740334,E,SCH,740LEA,P,Falkland Elementary,Pitt,503 NC 121,,Greenville,NC,27834.0,252-752-7820,KG:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740336,E,SCH,740LEA,P,"Eastern Elementary, Greenville",Pitt,1700 Cedar Ln,,Greenville,NC,27858.0,252-758-4813,KG:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740337,M,SCH,740LEA,P,E B Aycock Middle,Pitt,1325 Red Banks Road,,Greenville,NC,27858.0,252-756-4181,06:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740338,E,SCH,740LEA,P,Elmhurst Elementary,Pitt,1815 W Berkley Rd,,Greenville,NC,27858.0,252-756-0180,KG:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740340,M,SCH,740LEA,P,Farmville Middle,Pitt,3914 Grimmersburg Street,,Farmville,NC,27828.0,252-753-2116,06:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740344,H,SCH,740LEA,P,Farmville Central High,Pitt,3308 E Wilson Street,,Farmville,NC,27828.0,252-753-5138,09:12,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,,,
740352,I,SCH,740LEA,P,Grifton,Pitt,513 E McCrae St,,Grifton,NC,28530.0,252-524-5141,PK:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740358,I,SCH,740LEA,P,G R Whitfield,Pitt,4839 School Rd,,Grimesland,NC,27837.0,252-752-6614,PK:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740360,E,SCH,740LEA,P,H B Sugg Elementary,Pitt,3992 Grimmersburg Street,,Farmville,NC,27828.0,252-753-2671,PK:02,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740362,M,SCH,740LEA,P,Hope Middle,Pitt,2995 Mills Road,,Greenville,NC,27858.0,252-355-7071,06:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,,,
740366,H,SCH,740LEA,P,Junius H Rose High,Pitt,600 W Arlington Blvd,,Greenville,NC,27834.0,252-321-3640,09:12,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,,,
740368,E,SCH,740LEA,P,Lakeforest Elementary,Pitt,3300 Briarcliff Drive,,Greenville,NC,27834.0,252-756-3941,PK:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740374,H,SCH,740LEA,P,North Pitt High,Pitt,5659 NC 11 North,,Bethel,NC,27812.0,252-825-0054,09:12,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,,,
740375,E,SCH,740LEA,P,"Northwest Elementary, Greenville",Pitt,1471 Holland Road,,Greenville,NC,27834.0,252-752-6329,PK:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740376,I,SCH,740LEA,P,Pactolus,Pitt,3405 Yankee Hall Rd,,Greenville,NC,27834.0,252-752-6941,PK:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740378,A,SCH,740LEA,P,Vidant Health,Pitt,400 Spruce Street,,Greenville,NC,27834.0,252-830-4228,PK:12,Hospital School,,http://www.pitt.k12.nc.us,,,,
740379,E,SCH,740LEA,P,Ridgewood Elementary,Pitt,3601 South Bend Dr,,Winterville,NC,28590.0,252-355-7879,KG:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740380,E,SCH,740LEA,P,W H Robinson Elementary,Pitt,2439 Railroad Street,,Winterville,NC,28590.0,252-756-3707,PK:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740386,E,SCH,740LEA,P,Sam D Bundy Elementary,Pitt,3994 Grimmersburg Street,,Farmville,NC,27828.0,252-753-2013,03:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740388,H,SCH,740LEA,P,South Central,Pitt,570 W Forlines Road,,Winterville,NC,28590.0,252-321-3232,09:12,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,,,
740390,E,SCH,740LEA,P,South Greenville Elementary,Pitt,811 Howell St,,Greenville,NC,27834.0,252-756-7004,KG:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740396,I,SCH,740LEA,P,Stokes,Pitt,2683 NC 903 North,,Stokes,NC,27884.0,252-752-6907,PK:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740400,E,SCH,740LEA,P,Wahl Coates Elementary,Pitt,2200 E 5th St,,Greenville,NC,27858.0,252-752-2514,PK:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740402,M,SCH,740LEA,P,Wellcome Middle,Pitt,3101 N Memorial Drive,,Greenville,NC,27834.0,252-752-5938,06:08,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740404,E,SCH,740LEA,P,Wintergreen Intermediate,Pitt,4720 County Home Rd,,Greenville,NC,27858.0,252-355-2411,03:05,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740406,E,SCH,740LEA,P,Wintergreen Primary,Pitt,4710 County Home Road,,Greenville,NC,27858.0,252-353-5270,PK:02,Regular School,Traditional Calendar,http://www.pitt.k12.nc.us,,Y,,
740500,H,SCH,740LEA,P,Early College High School,Pitt,"Pitt Community College, 1959 Warren Drive",,Winterville,NC,28590.0,252-493-7821,09:12,Regular School,Traditional Calendar,,,Y,,
740LEA,,LEA,,P,Pitt County Schools,Pitt,1717 W 5th Street,,Greenville,NC,27834.0,252-830-4200,,,,http://www.pitt.k12.nc.us,Ethan Lenker,,,
74B000,I,SCH,CH,C,Ignite Innovation Academy - Pitt,Pitt,"901 Staton Rd, Suite 204",,Greenville,NC,27834.0,252-689-6744,KG:07,Regular School,Traditional Calendar,http://www.ignitepitt.org,Tom McCarthy,Y,,
74C000,I,SCH,CH,C,Winterville Charter Academy,Pitt,4160 Bayswater Road,,Winterville,NC,28590.0,252-689-6153,KG:07,Regular School,Traditional Calendar,http://www.nhaschools.com/schools/winterville/en/pages/default.aspx,Glenn G Reaves,Y,,
74Z000,E,SCH,CH,C,East Carolina Laboratory School,Pitt,811 Howell St,,Greenville,NC,27834.0,252-737-5600,02:04,Regular School,Traditional Calendar,http://www.ecu.edu/cs-educ/labschool/index.cfm,Tasha Rodriguez,Y,,
750304,E,SCH,750LEA,P,Tryon Elementary School,Polk,100 School Place,,Tryon,NC,28782.0,828-859-6584,PK:05,Regular School,Traditional Calendar,http://tes.polkschools.org,,Y,,
750314,E,SCH,750LEA,P,Polk Central Elementary School,Polk,2141 South NC9 Hwy,,Mill Spring,NC,28756.0,828-894-8233,PK:05,Regular School,Traditional Calendar,http://pcs.polkschools.org,,Y,,
750317,H,SCH,750LEA,P,Polk County Early College,Polk,1545 East NC 108 Hwy,,Columbus,NC,28722.0,828-894-2698,09:13,Regular School,Traditional Calendar,http://pcec.polkschools.org,,,,
750318,H,SCH,750LEA,P,Polk County High School,Polk,1681 East NC 108 Hwy,,Columbus,NC,28722.0,828-894-2525,09:12,Regular School,Traditional Calendar,http://pchs.polkschoools.org,,,,
750319,M,SCH,750LEA,P,Polk County Middle School,Polk,321 Wolverine Trail,,Mill Spring,NC,28756.0,828-894-2215,06:08,Regular School,Traditional Calendar,http://pcms.polkschools.org,,,,
750320,E,SCH,750LEA,P,Saluda Elementary School,Polk,214 E Main Street,,Saluda,NC,28773.0,828-749-5571,PK:05,Regular School,Traditional Calendar,http://sal.polkschools.org,,Y,,
750328,E,SCH,750LEA,P,Sunny View Elementary School,Polk,86 Sunny View School Road,,Mill Spring,NC,28756.0,828-625-4530,PK:05,Regular School,Traditional Calendar,http://sve.polkschools.org,,Y,,
750LEA,,LEA,,P,Polk County Schools,Polk,125 E Mills Street,,Columbus,NC,28722.0,828-894-3051,,,,http://www.polkschools.org,Aaron Greene,,,
760304,E,SCH,760LEA,P,Archdale Elementary,Randolph,207 Trindale Rd,,Archdale,NC,27263.0,336-431-9121,KG:05,Regular School,Traditional Calendar,http://www.randolph.k12.nc.us/schools/archdale/Pages/Default.aspx,,Y,,
760308,M,SCH,760LEA,P,Braxton Craven Middle,Randolph,7037 NC Highway 62,,Trinity,NC,27370.0,336-431-4078,06:06,Regular School,Traditional Calendar,http://bc.randolph.k12.nc.us/,,,,
760316,E,SCH,760LEA,P,Coleridge Elementary,Randolph,4528 NC Hwy 22 South,,Ramseur,NC,27316.0,336-879-3348,KG:05,Regular School,Traditional Calendar,http://ces.randolph.k12.nc.us/,,Y,,
760318,H,SCH,760LEA,P,Eastern Randolph High,Randolph,390 Eastern Randolph Rd,,Ramseur,NC,27316.0,336-824-2351,09:12,Regular School,Traditional Calendar,http://erhs.randolph.k12.nc.us/,,,,
760320,E,SCH,760LEA,P,Farmer Elementary,Randolph,3557 Grange Hall Rd,,Asheboro,NC,27205.0,336-857-3400,KG:05,Regular School,Traditional Calendar,http://fes.randolph.k12.nc.us/,,,,
760324,E,SCH,760LEA,P,Franklinville Elementary,Randolph,162 Pine St,,Franklinville,NC,27248.0,336-824-2306,KG:05,Regular School,Traditional Calendar,http://flv.randolph.k12.nc.us/,,Y,,
760328,E,SCH,760LEA,P,Grays Chapel Elementary,Randolph,5322 NC Hwy 22 N,,Franklinville,NC,27248.0,336-824-8620,KG:05,Regular School,Traditional Calendar,http://gc.randolph.k12.nc.us/,,Y,,
760329,E,SCH,760LEA,P,Hopewell Elementary,Randolph,6294 Welborn Road,,Trinity,NC,27370.0,336-861-2030,KG:05,Regular School,Traditional Calendar,http://hes.randolph.k12.nc.us/,,,,
760330,E,SCH,760LEA,P,John R Lawrence Elementary,Randolph,6068 Suits Rd,,Archdale,NC,27263.0,336-861-8100,KG:05,Regular School,Traditional Calendar,http://jles.randolph.k12.nc.us/,,,,
760331,E,SCH,760LEA,P,Level Cross Elementary,Randolph,5417 Old Greensboro Road,,Randleman,NC,27317.0,336-495-5915,PK:05,Regular School,Traditional Calendar,http://lces.randolph.k12.nc.us/,,Y,,
760332,E,SCH,760LEA,P,Liberty Elementary,Randolph,206 N Fayetteville St,,Liberty,NC,27298.0,336-622-2253,PK:05,Regular School,Traditional Calendar,http://lib.randolph.k12.nc.us/,,Y,,
760336,E,SCH,760LEA,P,New Market Elementary,Randolph,6096 US Hwy 311,,Sophia,NC,27350.0,336-495-3340,KG:05,Regular School,Traditional Calendar,http://nms.randolph.k12.nc.us/,,Y,,
760338,M,SCH,760LEA,P,Northeastern Randolph Middle,Randolph,3493 Ramseur Julian Road,,Liberty,NC,27298.0,336-622-5808,06:08,Regular School,Traditional Calendar,http://nerms.randolph.k12.nc.us/,,,,
760339,H,SCH,760LEA,P,Providence Grove High,Randolph,5555 Mack Lineberry Rd,,Climax,NC,27233.0,336-685-0728,09:12,Regular School,Traditional Calendar,http://pghs.randolph.k12.nc.us/,,,,
760340,E,SCH,760LEA,P,Ramseur Elementary,Randolph,6755 Jordan Road,,Ramseur,NC,27316.0,336-824-4106,PK:05,Regular School,Traditional Calendar,http://ram.randolph.k12.nc.us/,,Y,,
760344,E,SCH,760LEA,P,Randleman Elementary,Randolph,100 Swaim St,,Randleman,NC,27317.0,336-495-1322,KG:04,Regular School,Traditional Calendar,http://res.randolph.k12.nc.us/,,Y,,
760348,H,SCH,760LEA,P,Randleman High,Randolph,4396 Tigers Den Rd,,Randleman,NC,27317.0,336-498-2682,09:12,Regular School,Traditional Calendar,http://rhs.randolph.k12.nc.us/,,,,
760352,M,SCH,760LEA,P,Randleman Middle,Randolph,800 High Point St,,Randleman,NC,27317.0,336-498-2606,05:08,Regular School,Traditional Calendar,http://rms.randolph.k12.nc.us/,,,,
760354,H,SCH,760LEA,P,Randolph Early College High,Randolph,629 Industrial Park Avenue,,Asheboro,NC,27205.0,336-625-1137,09:13,Regular School,Traditional Calendar,http://rechs.randolph.k12.nc.us/,,,,
760356,E,SCH,760LEA,P,Seagrove Elementary,Randolph,528 Old Plank Rd,,Seagrove,NC,27341.0,336-873-7321,KG:05,Regular School,Traditional Calendar,http://ses.randolph.k12.nc.us/,,Y,,
760357,M,SCH,760LEA,P,Southeastern Randolph Middle,Randolph,5302 Foushee Rd,,Ramseur,NC,27316.0,336-824-6700,06:08,Regular School,Traditional Calendar,http://serms.randolph.k12.nc.us/,,,,
760358,H,SCH,760LEA,P,Southwestern Randolph High,Randolph,1641 Hopewell Friends Rd,,Asheboro,NC,27205.0,336-381-7747,09:12,Regular School,Traditional Calendar,http://swrhs.randolph.k12.nc.us/,,,,
760359,E,SCH,760LEA,P,"Southmont Elementary, Asheboro",Randolph,2497 Southmont School Road,,Asheboro,NC,27205.0,336-625-1558,PK:05,Regular School,Traditional Calendar,http://smes.randolph.k12.nc.us/,,Y,,
760360,M,SCH,760LEA,P,Southwestern Randolph Middle,Randolph,1509 Hopewell Friends Rd,,Asheboro,NC,27205.0,336-381-3900,06:08,Regular School,Traditional Calendar,http://swrms.randolph.k12.nc.us/,,,,
760364,E,SCH,760LEA,P,Tabernacle Elementary,Randolph,4901 Tabernacle School Rd,,Asheboro,NC,27205.0,336-629-3533,PK:05,Regular School,Traditional Calendar,http://tab.randolph.k12.nc.us/,,Y,,
760368,E,SCH,760LEA,P,Trindale Elementary,Randolph,400 Balfour Dr,,Archdale,NC,27263.0,336-434-1516,PK:05,Regular School,Traditional Calendar,http://tdale.randolph.k12.nc.us/,,Y,,
760376,E,SCH,760LEA,P,Trinity Elementary,Randolph,5457 Braxton Craven Rd,,Trinity,NC,27370.0,336-431-1027,KG:05,Regular School,Traditional Calendar,http://tes.randolph.k12.nc.us/,,Y,,
760378,M,SCH,760LEA,P,Archdale-Trinity Middle,Randolph,5105 Archdale Road,,Trinity,NC,27370.0,336-431-2589,07:08,Regular School,Traditional Calendar,http://atms.randolph.k12.nc.us/,,,,
760380,H,SCH,760LEA,P,Trinity High,Randolph,5746 Trinity High School Rd,,Trinity,NC,27370.0,336-861-6870,09:12,Regular School,Traditional Calendar,http://ths.randolph.k12.nc.us/,,,,
760382,M,SCH,760LEA,P,Uwharrie Ridge Six-Twelve,Randolph,1463 Pleasant Union Road,,Trinity,NC,27370.0,336-241-3900,06:09,Regular School,Traditional Calendar,http://urs.randolph.k12.nc.us/,,,,
